"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data"
"SE664410-136192","Station","Individtäthet alla bottendjur",0,0.0763,1.225,0
"SE664410-136192","Station","Individtäthet blötdjur",0,0.5188,-0,0
"SE664410-136192","Station","Individtäthet leddjur - insekter",1,0.0241,0.8942,0
"SE664410-136192","Station","Individtäthet leddjur - kräftdjur",0,0.7114,-0,0
"SE664410-136192","Station","Individtäthet ringmaskar",1,0.0258,0.6683,0
"SE659105-133982","Station","Individtäthet alla bottendjur",0,0.5594,-5.5757,0
"SE659105-133982","Station","Individtäthet blötdjur",0,1,-0,0
"SE659105-133982","Station","Individtäthet leddjur - insekter",0,0.8025,-3.895,0
"SE659105-133982","Station","Individtäthet leddjur - kräftdjur",0,0.2293,-0,0
"SE659105-133982","Station","Individtäthet ringmaskar",0,0.4161,-1.2448,0
"SE629570-135470","Station","Individtäthet alla bottendjur",0,0.1718,-17.9247,0
"SE629570-135470","Station","Individtäthet blötdjur",0,1,-0,0
"SE629570-135470","Station","Individtäthet leddjur - insekter",0,0.1457,-18.4263,0
"SE629570-135470","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE629570-135470","Station","Individtäthet ringmaskar",0,0.2279,-0,0
"SE652177-159038","Station","Individtäthet alla bottendjur",0,0.4806,36.615,0
"SE652177-159038","Station","Individtäthet blötdjur",0,0.8939,-0,0
"SE652177-159038","Station","Individtäthet leddjur - insekter",0,0.4023,47.1186,0
"SE652177-159038","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE652177-159038","Station","Individtäthet ringmaskar",0,0.2182,-0,0
"SE686849-145214","Station","Individtäthet alla bottendjur",0,0.5966,-4.01,0
"SE686849-145214","Station","Individtäthet blötdjur",0,0.5515,-1.986,0
"SE686849-145214","Station","Individtäthet leddjur - insekter",0,0.9824,0.5956,0
"SE686849-145214","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE686849-145214","Station","Individtäthet ringmaskar",0,0.2179,0.0583,0
"SE633344-130068","Station","Individtäthet alla bottendjur",0,0.5666,-17.318,0
"SE633344-130068","Station","Individtäthet blötdjur",0,0.0935,0.7606,0
"SE633344-130068","Station","Individtäthet leddjur - insekter",0,0.8255,-5.6821,0
"SE633344-130068","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE633344-130068","Station","Individtäthet ringmaskar",0,0.5666,-5.8957,0
"SE672467-148031","Station","Individtäthet alla bottendjur",0,0.8948,0.8911,0
"SE672467-148031","Station","Individtäthet blötdjur",0,0.0523,1.4118,0
"SE672467-148031","Station","Individtäthet leddjur - insekter",0,0.4403,-2.5418,0
"SE672467-148031","Station","Individtäthet leddjur - kräftdjur",0,0.4237,-0,0
"SE672467-148031","Station","Individtäthet ringmaskar",1,3e-4,,0
"SE644463-139986","Station","Individtäthet alla bottendjur",0,0.6146,0,0
"SE644463-139986","Station","Individtäthet blötdjur",0,0.8414,0,0
"SE644463-139986","Station","Individtäthet leddjur - insekter",0,0.7191,0,0
"SE644463-139986","Station","Individtäthet leddjur - kräftdjur",0,0.7288,0,0
"SE644463-139986","Station","Individtäthet ringmaskar",0,0.3592,0,0
"SE716717-158596","Station","Individtäthet alla bottendjur",-1,0.0131,-13.1433,0
"SE716717-158596","Station","Individtäthet blötdjur",0,0.7071,-0.3093,0
"SE716717-158596","Station","Individtäthet leddjur - insekter",-1,0.0071,-12.9346,0
"SE716717-158596","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE716717-158596","Station","Individtäthet ringmaskar",0,0.4511,0.3994,0
"SE655209-126937","Station","Individtäthet alla bottendjur",0,0.0914,-2.195,0
"SE655209-126937","Station","Individtäthet blötdjur",0,1,0,0
"SE655209-126937","Station","Individtäthet leddjur - insekter",0,0.1363,-2.2124,0
"SE655209-126937","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE655209-126937","Station","Individtäthet ringmaskar",0,0.8881,0,0
"SE630558-134327","Station","Individtäthet alla bottendjur",0,0.1831,36.6709,0
"SE630558-134327","Station","Individtäthet blötdjur",0,0.2983,0,0
"SE630558-134327","Station","Individtäthet leddjur - insekter",0,0.1682,32.7492,0
"SE630558-134327","Station","Individtäthet leddjur - kräftdjur",0,0.3674,0,0
"SE630558-134327","Station","Individtäthet ringmaskar",0,0.0758,0,0
"SE622803-144609","Station","Individtäthet alla bottendjur",0,0.3321,24.06,0
"SE622803-144609","Station","Individtäthet blötdjur",0,0.2732,-0,0
"SE622803-144609","Station","Individtäthet leddjur - insekter",0,0.186,29.8522,0
"SE622803-144609","Station","Individtäthet leddjur - kräftdjur",-1,0.0231,-0.191,0
"SE622803-144609","Station","Individtäthet ringmaskar",0,0.1122,-1.1429,0
"SE711365-171748","Station","Individtäthet alla bottendjur",0,0.8255,-3.8538,0
"SE711365-171748","Station","Individtäthet blötdjur",0,0.128,-2.0558,0
"SE711365-171748","Station","Individtäthet leddjur - insekter",0,1,-0.5811,0
"SE711365-171748","Station","Individtäthet leddjur - kräftdjur",0,0.5938,-0,0
"SE711365-171748","Station","Individtäthet ringmaskar",0,0.8932,-0,0
"SE637120-145525","Station","Individtäthet alla bottendjur",1,0.0024,69.8942,0
"SE637120-145525","Station","Individtäthet blötdjur",0,0.519,-0,0
"SE637120-145525","Station","Individtäthet leddjur - insekter",1,4e-4,63.0664,0
"SE637120-145525","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE637120-145525","Station","Individtäthet ringmaskar",0,0.7914,0.7103,0
"SE637121-151366","Station","Individtäthet alla bottendjur",0,0.2011,-56.5257,0
"SE637121-151366","Station","Individtäthet blötdjur",0,0.1023,-0,0
"SE637121-151366","Station","Individtäthet leddjur - insekter",0,0.2517,-52.7983,0
"SE637121-151366","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE637121-151366","Station","Individtäthet ringmaskar",0,0.1667,-0.4444,0
"SE660688-164478","Station","Individtäthet alla bottendjur",0,0.1229,14.1662,0
"SE660688-164478","Station","Individtäthet blötdjur",-1,0.0017,-0.8593,0
"SE660688-164478","Station","Individtäthet leddjur - insekter",1,0.0426,15.1065,0
"SE660688-164478","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE660688-164478","Station","Individtäthet ringmaskar",0,0.0854,-4.9922,0
"SE629026-147562","Station","Individtäthet alla bottendjur",0,0.6913,-59.6743,0
"SE629026-147562","Station","Individtäthet blötdjur",0,1,0,0
"SE629026-147562","Station","Individtäthet leddjur - insekter",0,0.5283,-67.8897,0
"SE629026-147562","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE629026-147562","Station","Individtäthet ringmaskar",1,0.0064,2.9735,0
"SE661521-130182","Station","Individtäthet alla bottendjur",0,0.8185,-0.1558,0
"SE661521-130182","Station","Individtäthet blötdjur",0,0.948,-0,0
"SE661521-130182","Station","Individtäthet leddjur - insekter",0,0.7701,-0.2864,0
"SE661521-130182","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE661521-130182","Station","Individtäthet ringmaskar",0,0.1212,-0,0
"SE691365-156127","Station","Individtäthet alla bottendjur",1,0.001,0.802,0
"SE691365-156127","Station","Individtäthet blötdjur",0,0.3974,-0,0
"SE691365-156127","Station","Individtäthet leddjur - insekter",1,0.0021,0.5012,0
"SE691365-156127","Station","Individtäthet leddjur - kräftdjur",0,0.4052,-0,0
"SE691365-156127","Station","Individtäthet ringmaskar",0,0.1403,-0,0
"SE698918-158665","Station","Individtäthet alla bottendjur",0,0.9005,0.1267,0
"SE698918-158665","Station","Individtäthet blötdjur",0,0.309,-0,0
"SE698918-158665","Station","Individtäthet leddjur - insekter",0,0.7863,0.802,0
"SE698918-158665","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE698918-158665","Station","Individtäthet ringmaskar",0,1,-0,0
"SE655863-129783","Station","Individtäthet alla bottendjur",0,0.3064,-1.6238,0
"SE655863-129783","Station","Individtäthet blötdjur",0,0.201,-0,0
"SE655863-129783","Station","Individtäthet leddjur - insekter",0,0.1671,-1.3913,0
"SE655863-129783","Station","Individtäthet leddjur - kräftdjur",0,0.9693,-0,0
"SE655863-129783","Station","Individtäthet ringmaskar",0,0.4497,-0,0
"SE650398-139136","Station","Individtäthet alla bottendjur",0,0.907,4.1351,0
"SE650398-139136","Station","Individtäthet blötdjur",0,0.5673,0,0
"SE650398-139136","Station","Individtäthet leddjur - insekter",1,0.0095,24.9075,0
"SE650398-139136","Station","Individtäthet leddjur - kräftdjur",0,0.7288,0,0
"SE650398-139136","Station","Individtäthet ringmaskar",0,0.2158,-19.5465,0
"SE708512-152086","Station","Individtäthet alla bottendjur",-1,5e-4,-5.295,0
"SE708512-152086","Station","Individtäthet blötdjur",0,0.0696,-0.523,0
"SE708512-152086","Station","Individtäthet leddjur - insekter",-1,0.0081,-2.4639,0
"SE708512-152086","Station","Individtäthet leddjur - kräftdjur",0,0.8727,-0,0
"SE708512-152086","Station","Individtäthet ringmaskar",0,0.3987,-0,0
"SE713131-144608","Station","Individtäthet alla bottendjur",0,0.4003,-1.6287,0
"SE713131-144608","Station","Individtäthet blötdjur",0,0.6549,0.0203,0
"SE713131-144608","Station","Individtäthet leddjur - insekter",0,0.1752,-1.8403,0
"SE713131-144608","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE713131-144608","Station","Individtäthet ringmaskar",0,0.6382,0.0426,0
"SE663365-161779","Station","Individtäthet alla bottendjur",1,0.0422,37.6995,0
"SE663365-161779","Station","Individtäthet blötdjur",0,0.9203,0,0
"SE663365-161779","Station","Individtäthet leddjur - insekter",0,0.0798,27.9273,0
"SE663365-161779","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE663365-161779","Station","Individtäthet ringmaskar",0,0.2071,6.8979,0
"SE704082-148125","Station","Individtäthet alla bottendjur",0,0.7792,1.4796,0
"SE704082-148125","Station","Individtäthet blötdjur",0,0.1972,-0.4123,0
"SE704082-148125","Station","Individtäthet leddjur - insekter",0,0.8152,1.604,0
"SE704082-148125","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE704082-148125","Station","Individtäthet ringmaskar",0,0.5429,0.2035,0
"SE736804-160569","Station","Individtäthet alla bottendjur",-1,0.0014,-19.2056,0
"SE736804-160569","Station","Individtäthet blötdjur",0,0.7654,0,0
"SE736804-160569","Station","Individtäthet leddjur - insekter",-1,0.0013,-17.3525,0
"SE736804-160569","Station","Individtäthet leddjur - kräftdjur",0,0.1108,0,0
"SE736804-160569","Station","Individtäthet ringmaskar",0,0.8993,0,0
"SE741340-153576","Station","Individtäthet alla bottendjur",0,0.2158,-19.7826,0
"SE741340-153576","Station","Individtäthet blötdjur",0,0.1908,-3.1135,0
"SE741340-153576","Station","Individtäthet leddjur - insekter",0,0.2336,-15.3405,0
"SE741340-153576","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE741340-153576","Station","Individtäthet ringmaskar",0,0.3034,0.5237,0
"SE690617-134197","Station","Individtäthet alla bottendjur",0,0.3104,-4.8633,0
"SE690617-134197","Station","Individtäthet blötdjur",0,0.0928,-0.9731,0
"SE690617-134197","Station","Individtäthet leddjur - insekter",0,0.366,-3.6455,0
"SE690617-134197","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE690617-134197","Station","Individtäthet ringmaskar",0,0.2222,-0.3701,0
"SE742829-183168","Station","Individtäthet alla bottendjur",0,0.9255,-0.5805,0
"SE742829-183168","Station","Individtäthet blötdjur",-1,0.0082,-0.3791,0
"SE742829-183168","Station","Individtäthet leddjur - insekter",-1,0.0299,-16.7605,0
"SE742829-183168","Station","Individtäthet leddjur - kräftdjur",0,0.6169,0,0
"SE742829-183168","Station","Individtäthet ringmaskar",0,0.2621,-1.3367,0
"SE665175-157559","Station","Individtäthet alla bottendjur",1,1e-4,29.9739,0
"SE665175-157559","Station","Individtäthet blötdjur",0,0.5069,0,0
"SE665175-157559","Station","Individtäthet leddjur - insekter",1,0.0011,23.7765,0
"SE665175-157559","Station","Individtäthet leddjur - kräftdjur",0,1,0,0
"SE665175-157559","Station","Individtäthet ringmaskar",1,4e-4,8.0075,0
"SE695220-143383","Station","Individtäthet alla bottendjur",-1,0.012,-32.273,0
"SE695220-143383","Station","Individtäthet blötdjur",-1,0.047,-3.6222,0
"SE695220-143383","Station","Individtäthet leddjur - insekter",-1,0.0024,-31.4117,0
"SE695220-143383","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE695220-143383","Station","Individtäthet ringmaskar",0,0.4792,0.5729,0
"SE706083-132287","Station","Individtäthet alla bottendjur",0,0.7713,1.25,0
"SE706083-132287","Station","Individtäthet blötdjur",0,1,-0,0
"SE706083-132287","Station","Individtäthet leddjur - insekter",0,0.7313,-0.5314,0
"SE706083-132287","Station","Individtäthet leddjur - kräftdjur",0,0.7063,-0,0
"SE706083-132287","Station","Individtäthet ringmaskar",0,0.2667,1.2611,0
"SE728744-162653","Station","Individtäthet alla bottendjur",0,0.0684,-20.6195,0
"SE728744-162653","Station","Individtäthet blötdjur",-1,0.0077,-1.6414,0
"SE728744-162653","Station","Individtäthet leddjur - insekter",0,0.0882,-16.6183,0
"SE728744-162653","Station","Individtäthet leddjur - kräftdjur",0,0.7296,0,0
"SE728744-162653","Station","Individtäthet ringmaskar",0,0.2929,0.0107,0
"SE707095-155455","Station","Individtäthet alla bottendjur",0,1,0,1
"SE707095-155455","Station","Individtäthet blötdjur",0,1,0,1
"SE707095-155455","Station","Individtäthet leddjur - insekter",0,1,0,1
"SE707095-155455","Station","Individtäthet leddjur - kräftdjur",0,1,0,1
"SE707095-155455","Station","Individtäthet ringmaskar",0,1,0,1
"SE692795-154475","Station","Individtäthet alla bottendjur",0,1,0,1
"SE692795-154475","Station","Individtäthet blötdjur",0,1,0,1
"SE692795-154475","Station","Individtäthet leddjur - insekter",0,1,0,1
"SE692795-154475","Station","Individtäthet leddjur - kräftdjur",0,1,0,1
"SE692795-154475","Station","Individtäthet ringmaskar",0,1,0,1
"SE758677-161050","Station","Individtäthet alla bottendjur",-1,0.0048,-28.8712,0
"SE758677-161050","Station","Individtäthet blötdjur",0,0.1499,-2.8,0
"SE758677-161050","Station","Individtäthet leddjur - insekter",-1,0.0023,-20.944,0
"SE758677-161050","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE758677-161050","Station","Individtäthet ringmaskar",-1,0.0041,-1.604,0
"SE694291-154528","Station","Individtäthet alla bottendjur",0,1,0,1
"SE694291-154528","Station","Individtäthet blötdjur",0,1,0,1
"SE694291-154528","Station","Individtäthet leddjur - insekter",0,1,0,1
"SE694291-154528","Station","Individtäthet leddjur - kräftdjur",0,1,0,1
"SE694291-154528","Station","Individtäthet ringmaskar",0,1,0,1
"SE706091-157791","Station","Individtäthet alla bottendjur",0,1,0,1
"SE706091-157791","Station","Individtäthet blötdjur",0,1,0,1
"SE706091-157791","Station","Individtäthet leddjur - insekter",0,1,0,1
"SE706091-157791","Station","Individtäthet leddjur - kräftdjur",0,1,0,1
"SE706091-157791","Station","Individtäthet ringmaskar",0,1,0,1
"SE693884-159533","Station","Individtäthet alla bottendjur",0,1,0,1
"SE693884-159533","Station","Individtäthet blötdjur",0,1,0,1
"SE693884-159533","Station","Individtäthet leddjur - insekter",0,1,0,1
"SE693884-159533","Station","Individtäthet leddjur - kräftdjur",0,1,0,1
"SE693884-159533","Station","Individtäthet ringmaskar",0,1,0,1
"SE642122-148744","Station","Individtäthet alla bottendjur",0,0.8202,-1.3533,0
"SE642122-148744","Station","Individtäthet blötdjur",0,0.0881,-2.6746,0
"SE642122-148744","Station","Individtäthet leddjur - insekter",0,0.2889,4.01,0
"SE642122-148744","Station","Individtäthet leddjur - kräftdjur",0,0.6742,-0,0
"SE642122-148744","Station","Individtäthet ringmaskar",0,0.327,-4e-4,0
"SE656640-164224","Station","Individtäthet alla bottendjur",0,0.0645,81.8353,0
"SE656640-164224","Station","Individtäthet blötdjur",0,0.1048,0.9762,0
"SE656640-164224","Station","Individtäthet leddjur - insekter",0,0.1015,52.9372,0
"SE656640-164224","Station","Individtäthet leddjur - kräftdjur",0,0.2858,-0,0
"SE656640-164224","Station","Individtäthet ringmaskar",0,0.091,14.7033,0
"SE656574-164098","Station","Individtäthet alla bottendjur",0,0.8711,-7.0512,0
"SE656574-164098","Station","Individtäthet blötdjur",0,0.4393,0,0
"SE656574-164098","Station","Individtäthet leddjur - insekter",0,0.23,-14.4239,0
"SE656574-164098","Station","Individtäthet leddjur - kräftdjur",0,0.3425,4.4862,0
"SE656574-164098","Station","Individtäthet ringmaskar",0,0.8203,0.9685,0
"SE665707-150841","Station","Individtäthet alla bottendjur",0,0.7049,31.1683,1
"SE665707-150841","Station","Individtäthet blötdjur",0,1,-0,1
"SE665707-150841","Station","Individtäthet leddjur - insekter",0,0.426,39.193,1
"SE665707-150841","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE665707-150841","Station","Individtäthet ringmaskar",0,0.7615,-10.7964,1
"SE742442-153530","Station","Individtäthet alla bottendjur",,,,1
"SE742442-153530","Station","Individtäthet alla bottendjur",0,0.8267,-2.0133,0
"SE742442-153530","Station","Individtäthet blötdjur",,,,1
"SE742442-153530","Station","Individtäthet blötdjur",0,0.1416,0.0511,0
"SE742442-153530","Station","Individtäthet leddjur - insekter",,,,1
"SE742442-153530","Station","Individtäthet leddjur - insekter",0,0.7426,-2.4382,0
"SE742442-153530","Station","Individtäthet leddjur - kräftdjur",,,,1
"SE742442-153530","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE742442-153530","Station","Individtäthet ringmaskar",,,,1
"SE742442-153530","Station","Individtäthet ringmaskar",0,0.323,0.8142,0
"SE733110-182955","Station","Individtäthet alla bottendjur",,,,1
"SE733110-182955","Station","Individtäthet alla bottendjur",1,0.0199,8.0354,0
"SE733110-182955","Station","Individtäthet blötdjur",,,,1
"SE733110-182955","Station","Individtäthet blötdjur",0,0.2362,-0,0
"SE733110-182955","Station","Individtäthet leddjur - insekter",,,,1
"SE733110-182955","Station","Individtäthet leddjur - insekter",1,0.0199,7.3062,0
"SE733110-182955","Station","Individtäthet leddjur - kräftdjur",,,,1
"SE733110-182955","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE733110-182955","Station","Individtäthet ringmaskar",,,,1
"SE733110-182955","Station","Individtäthet ringmaskar",0,1,-0,0
"SE751252-175433","Station","Individtäthet alla bottendjur",,,,1
"SE751252-175433","Station","Individtäthet alla bottendjur",0,0.1982,-3.625,0
"SE751252-175433","Station","Individtäthet blötdjur",,,,1
"SE751252-175433","Station","Individtäthet blötdjur",0,0.9489,-0,0
"SE751252-175433","Station","Individtäthet leddjur - insekter",,,,1
"SE751252-175433","Station","Individtäthet leddjur - insekter",0,0.1659,-3.9963,0
"SE751252-175433","Station","Individtäthet leddjur - kräftdjur",,,,1
"SE751252-175433","Station","Individtäthet leddjur - kräftdjur",0,0.2976,-0,0
"SE751252-175433","Station","Individtäthet ringmaskar",,,,1
"SE751252-175433","Station","Individtäthet ringmaskar",0,0.9569,-0,0
"SE630500-143950","Station","Individtäthet alla bottendjur",0,0.4363,153.354,1
"SE630500-143950","Station","Individtäthet blötdjur",0,0.6353,-0,1
"SE630500-143950","Station","Individtäthet leddjur - insekter",0,0.5334,85.7167,1
"SE630500-143950","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE630500-143950","Station","Individtäthet ringmaskar",1,0.0283,9.2567,1
"SE652650-144945","Station","Individtäthet alla bottendjur",0,0.2736,-44.364,1
"SE652650-144945","Station","Individtäthet blötdjur",0,0.8896,-0,1
"SE652650-144945","Station","Individtäthet leddjur - insekter",-1,0.0487,-54.7733,1
"SE652650-144945","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE652650-144945","Station","Individtäthet ringmaskar",0,1,7.902,1
"SE652720-144900","Station","Individtäthet alla bottendjur",0,0.1388,49.526,1
"SE652720-144900","Station","Individtäthet blötdjur",0,0.2207,-0,1
"SE652720-144900","Station","Individtäthet leddjur - insekter",0,0.0704,54.7625,1
"SE652720-144900","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE652720-144900","Station","Individtäthet ringmaskar",0,0.2736,21.4,1
"SE658184-134825","Station","Individtäthet alla bottendjur",0,0.3244,76.61,1
"SE658184-134825","Station","Individtäthet blötdjur",0,0.8181,-0,1
"SE658184-134825","Station","Individtäthet leddjur - insekter",0,0.0704,17.339,1
"SE658184-134825","Station","Individtäthet leddjur - kräftdjur",0,0.4671,-0,1
"SE658184-134825","Station","Individtäthet ringmaskar",0,0.3244,68.1,1
"SE630550-137050","Station","Individtäthet alla bottendjur",0,0.235,41.27,1
"SE630550-137050","Station","Individtäthet blötdjur",0,0.829,-0,1
"SE630550-137050","Station","Individtäthet leddjur - insekter",0,0.235,8.72,1
"SE630550-137050","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE630550-137050","Station","Individtäthet ringmaskar",0,0.2763,29.9486,1
"SE658444-137449","Station","Individtäthet alla bottendjur",1,0.0215,70.7878,1
"SE658444-137449","Station","Individtäthet blötdjur",0,0.1366,-0,1
"SE658444-137449","Station","Individtäthet leddjur - insekter",0,0.0627,16.13,1
"SE658444-137449","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE658444-137449","Station","Individtäthet ringmaskar",1,0.016,36.9625,1
"SE652535-145315","Station","Individtäthet alla bottendjur",0,1,-0,1
"SE652535-145315","Station","Individtäthet blötdjur",0,1,-0,1
"SE652535-145315","Station","Individtäthet leddjur - insekter",0,1,-0,1
"SE652535-145315","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE652535-145315","Station","Individtäthet ringmaskar",0,1,-0,1
"SE652285-145405","Station","Individtäthet alla bottendjur",0,1,-0,1
"SE652285-145405","Station","Individtäthet blötdjur",0,1,-0,1
"SE652285-145405","Station","Individtäthet leddjur - insekter",0,1,-0,1
"SE652285-145405","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE652285-145405","Station","Individtäthet ringmaskar",0,1,-0,1
"SE652460-145180","Station","Individtäthet alla bottendjur",0,1,-0,1
"SE652460-145180","Station","Individtäthet blötdjur",0,1,-0,1
"SE652460-145180","Station","Individtäthet leddjur - insekter",0,1,-0,1
"SE652460-145180","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE652460-145180","Station","Individtäthet ringmaskar",0,1,-0,1
"SE658030-136440","Station","Individtäthet alla bottendjur",0,1,3.0237,1
"SE658030-136440","Station","Individtäthet blötdjur",0,0.5559,-0,1
"SE658030-136440","Station","Individtäthet leddjur - insekter",0,0.2736,12.5444,1
"SE658030-136440","Station","Individtäthet leddjur - kräftdjur",0,0.2148,-0,1
"SE658030-136440","Station","Individtäthet ringmaskar",0,0.3513,-8.0633,1
"SE660115-154890","Station","Individtäthet alla bottendjur",0,0.1606,-98.1719,1
"SE660115-154890","Station","Individtäthet blötdjur",0,0.0787,0,1
"SE660115-154890","Station","Individtäthet leddjur - insekter",-1,0.0173,-94.5271,1
"SE660115-154890","Station","Individtäthet leddjur - kräftdjur",0,1,0,1
"SE660115-154890","Station","Individtäthet ringmaskar",0,0.8548,9.0824,1
"SE660685-154245","Station","Individtäthet alla bottendjur",-1,0.0327,-257.8623,1
"SE660685-154245","Station","Individtäthet blötdjur",0,1,0,1
"SE660685-154245","Station","Individtäthet leddjur - insekter",0,0.0769,-176.1765,1
"SE660685-154245","Station","Individtäthet leddjur - kräftdjur",0,0.3496,0,1
"SE660685-154245","Station","Individtäthet ringmaskar",0,0.3601,-34.9792,1
"SE659865-154240","Station","Individtäthet alla bottendjur",0,0.1787,100.5989,1
"SE659865-154240","Station","Individtäthet blötdjur",-1,0.0307,,1
"SE659865-154240","Station","Individtäthet leddjur - insekter",0,1,-0.5999,1
"SE659865-154240","Station","Individtäthet leddjur - kräftdjur",0,0.1091,1.382,1
"SE659865-154240","Station","Individtäthet ringmaskar",0,0.583,40.5025,1
"SE657940-140120","Station","Individtäthet alla bottendjur",1,0.0118,117.5114,1
"SE657940-140120","Station","Individtäthet blötdjur",0,0.7574,-0,1
"SE657940-140120","Station","Individtäthet leddjur - insekter",0,0.6217,19.1538,1
"SE657940-140120","Station","Individtäthet leddjur - kräftdjur",0,1,-0,1
"SE657940-140120","Station","Individtäthet ringmaskar",1,0.001,112.9033,1
"SE661206-147901","Station","Individtäthet alla bottendjur",0,0.8548,32.0213,0
"SE661206-147901","Station","Individtäthet blötdjur",0,1,0,0
"SE661206-147901","Station","Individtäthet leddjur - insekter",0,0.7603,36.1575,0
"SE661206-147901","Station","Individtäthet leddjur - kräftdjur",0,0.2291,0,0
"SE661206-147901","Station","Individtäthet ringmaskar",0,0.0769,-13.3527,0
"SE698735-139620","Station","Individtäthet alla bottendjur",0,0.1253,-41.39,0
"SE698735-139620","Station","Individtäthet blötdjur",0,0.0693,-21.7208,0
"SE698735-139620","Station","Individtäthet leddjur - insekter",0,0.3244,-29.9545,0
"SE698735-139620","Station","Individtäthet leddjur - kräftdjur",0,0.1366,-0,0
"SE698735-139620","Station","Individtäthet ringmaskar",0,0.3811,4.6812,0
"NW649253-149503","Station","Individtäthet alla bottendjur",0,0.6207,-15.0993,0
"NW649253-149503","Station","Individtäthet blötdjur",0,1,-0,0
"NW649253-149503","Station","Individtäthet leddjur - insekter",0,0.6207,-15.0993,0
"NW649253-149503","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"NW649253-149503","Station","Individtäthet ringmaskar",0,0.063,-0,0
"SE642008-168013","Station","Individtäthet alla bottendjur",0,0.1253,115.7625,0
"SE642008-168013","Station","Individtäthet blötdjur",0,0.1889,1.9925,0
"SE642008-168013","Station","Individtäthet leddjur - insekter",0,0.1253,118.63,0
"SE642008-168013","Station","Individtäthet leddjur - kräftdjur",0,0.6605,0.6436,0
"SE642008-168013","Station","Individtäthet ringmaskar",0,0.2073,1.4371,0
"SE732565-176335","Station","Individtäthet alla bottendjur",0,0.7011,0.3419,1
"SE732565-176335","Station","Individtäthet blötdjur",0,0.0981,0.8082,1
"SE732565-176335","Station","Individtäthet leddjur - insekter",0,0.9561,-0,1
"SE732565-176335","Station","Individtäthet leddjur - kräftdjur",0,0.3521,-0,1
"SE732565-176335","Station","Individtäthet ringmaskar",-1,0.009,-0.889,1
"SE730091-165102","Station","Individtäthet alla bottendjur",0,0.1376,58.5,0
"SE730091-165102","Station","Individtäthet blötdjur",1,8e-4,10.3292,0
"SE730091-165102","Station","Individtäthet leddjur - insekter",0,0.1133,42.1967,0
"SE730091-165102","Station","Individtäthet leddjur - kräftdjur",0,0.4884,2.36,0
"SE730091-165102","Station","Individtäthet ringmaskar",0,0.8039,0.3325,0
"SE712246-170866","Station","Individtäthet alla bottendjur",0,0.1005,9.92,0
"SE712246-170866","Station","Individtäthet blötdjur",0,1,-0,0
"SE712246-170866","Station","Individtäthet leddjur - insekter",0,0.784,0.7886,0
"SE712246-170866","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE712246-170866","Station","Individtäthet ringmaskar",1,0.0487,8.245,0
"SE700796-136901","Station","Individtäthet alla bottendjur",0,0.4573,-10,0
"SE700796-136901","Station","Individtäthet blötdjur",-1,0.0422,-6.9121,0
"SE700796-136901","Station","Individtäthet leddjur - insekter",0,0.6187,-2.5754,0
"SE700796-136901","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0
"SE700796-136901","Station","Individtäthet ringmaskar",0,0.3401,0.089,0
"NW674570-141911","Station","Individtäthet alla bottendjur",0,0.4884,10.7611,0
"NW674570-141911","Station","Individtäthet blötdjur",0,0.6922,0.975,0
"NW674570-141911","Station","Individtäthet leddjur - insekter",0,0.3223,12.262,0
