"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data"
"SE664281-165109","Station","Totalfosfor",0,0.7665,-0.2,1
"SE652837-159157","Station","Alkalinitet",1,0,0.001764,1
"SE652837-159157","Station","Oorganiskt kväve",-1,0.0208,-2.609,1
"SE652837-159157","Station","pH",1,0.0143,0.01219,1
"SE652837-159157","Station","Lättillgänglig fosfor",-1,0.0045,-0.07143,1
"SE652837-159157","Station","Kisel",-1,0.0267,-15.36,1
"SE652837-159157","Station","Siktdjup",-1,0.0014,-0.1333,1
"SE652837-159157","Station","Totalt organiskt kol",0,0.1184,0.1225,1
"SE652837-159157","Station","Totalkväve",1,0.0455,1.8,1
"SE652837-159157","Station","Totalfosfor",1,0.0333,0.1429,1
"SE660730-132286","Station","Alkalinitet",0,0.2393,-4.762e-4,1
"SE660730-132286","Station","Konduktivitet",-1,4e-4,-0.04167,1
"SE660730-132286","Station","Lägsta Syrehalt",1,0.0185,0.1,1
"SE660730-132286","Station","pH",0,0.9577,-0,1
"SE660730-132286","Station","Siktdjup",-1,0.0075,-0.05,1
"SE660730-132286","Station","Totalt organiskt kol",0,0.1068,0.0375,1
"SE660730-132286","Station","Totalkväve",0,0.8116,0.2632,1
"SE660730-132286","Station","Totalfosfor",0,0.1049,0.1538,1
"SE660572-132202","Station","Alkalinitet",0,0.515,3.704e-4,1
"SE660572-132202","Station","Konduktivitet",-1,0.0015,-0.0599,1
"SE660572-132202","Station","Lägsta Syrehalt",0,1,-0,1
"SE660572-132202","Station","pH",0,0.3465,0.005501,1
"SE660572-132202","Station","Siktdjup",0,0.6249,-0.02546,1
"SE660572-132202","Station","Totalt organiskt kol",0,0.7665,0.01204,1
"SE660572-132202","Station","Totalkväve",-1,0.0294,-8.205,1
"SE660572-132202","Station","Totalfosfor",0,0.8431,0.09524,1
"SE661744-131785","Station","Alkalinitet",0,0.7506,-4.167e-4,1
"SE661744-131785","Station","Konduktivitet",0,0.1775,-0.05,1
"SE661744-131785","Station","Lägsta Syrehalt",0,0.9144,-0,1
"SE661744-131785","Station","Oorganiskt kväve",0,0.9159,-0.3333,1
"SE661744-131785","Station","pH",0,0.2904,0.006922,1
"SE661744-131785","Station","Siktdjup",0,1,-0,1
"SE661744-131785","Station","Totalt organiskt kol",0,0.5256,0.01429,1
"SE661744-131785","Station","Totalkväve",0,0.2458,-3.269,1
"SE661744-131785","Station","Totalfosfor",0,0.0685,-0.3,1
"SE662149-130985","Station","Alkalinitet",0,0.8482,-0,1
"SE662149-130985","Station","Konduktivitet",-1,0.0405,-0.06667,1
"SE662149-130985","Station","Lägsta Syrehalt",1,0.0021,0.4571,1
"SE662149-130985","Station","Oorganiskt kväve",0,0.211,-2.773,1
"SE662149-130985","Station","pH",0,0.0686,0.01732,1
"SE662149-130985","Station","Siktdjup",0,0.3799,-0.01333,1
"SE662149-130985","Station","Totalt organiskt kol",0,0.82,0.02,1
"SE662149-130985","Station","Totalkväve",0,0.1196,-7.5,1
"SE662149-130985","Station","Totalfosfor",0,0.621,-0.1667,1
"SE650043-150589","Station","Brunhet",0,0.3417,-7.5e-4,1
"SE650043-150589","Station","Alkalinitet",1,0,0.004821,1
"SE650043-150589","Station","Lägsta Syrehalt",-1,0.0197,-0.05714,1
"SE650043-150589","Station","Oorganiskt kväve",0,0.0645,-5.362,1
"SE650043-150589","Station","pH",1,0,0.01058,1
"SE650043-150589","Station","Lättillgänglig fosfor",0,0.1215,-0.1048,1
"SE650043-150589","Station","Siktdjup",1,0,0.02419,1
"SE650043-150589","Station","Totalt organiskt kol",0,0.7853,-0.004386,1
"SE650043-150589","Station","Totalkväve",-1,0.008,-4.792,1
"SE650043-150589","Station","Totalfosfor",-1,0.0105,-0.2121,1
"SE642122-148744","Station","Brunhet",0,0.4806,-2.738e-4,0
"SE642122-148744","Station","Alkalinitet",1,0.0246,9.167e-4,0
"SE642122-148744","Station","Konduktivitet",-1,0,-0.07529,0
"SE642122-148744","Station","Oorganiskt kväve",0,0.1933,-0.5441,0
"SE642122-148744","Station","pH",0,0.4536,0.003282,0
"SE642122-148744","Station","Lättillgänglig fosfor",0,0.1367,-0.025,0
"SE642122-148744","Station","Kisel",1,0.0383,18.83,0
"SE642122-148744","Station","Siktdjup",0,0.8947,-0.002778,0
"SE642122-148744","Station","Sulfat",-1,0,-0.09292,0
"SE642122-148744","Station","Totalt organiskt kol",0,0.8255,0.00614,0
"SE642122-148744","Station","Totalkväve",-1,0.0106,-4.48,0
"SE642122-148744","Station","Totalfosfor",-1,0.0357,-0.05556,0
"SE642122-148744","Station","Temperatur - vår",0,0.4273,0.1833,0
"SE659036-160984","Station","Brunhet",0,0.0868,-0.001458,0
"SE659036-160984","Station","Alkalinitet",0,0.6404,-0.006667,0
"SE659036-160984","Station","Lägsta Syrehalt",0,0.1611,0.3,0
"SE659036-160984","Station","Oorganiskt kväve",0,0.1611,6.51,0
"SE659036-160984","Station","pH",0,0.7555,-9.672e-4,0
"SE659036-160984","Station","Lättillgänglig fosfor",1,0.043,0.3056,0
"SE659036-160984","Station","Kisel",0,0.4363,19.69,0
"SE659036-160984","Station","Siktdjup",0,1,-0,0
"SE659036-160984","Station","Totalt organiskt kol",0,0.1379,-0.09286,0
"SE659036-160984","Station","Totalkväve",0,0.8763,1.576,0
"SE659036-160984","Station","Totalfosfor",0,0.3502,0.4042,0
"SE677506-156174","Station","Brunhet",1,0.0135,0.002351,0
"SE677506-156174","Station","Alkalinitet",0,0.0733,4.697e-4,0
"SE677506-156174","Station","Konduktivitet",-1,0,-0.0168,0
"SE677506-156174","Station","Oorganiskt kväve",0,0.402,-0.3512,0
"SE677506-156174","Station","pH",1,0.0018,0.009281,0
"SE677506-156174","Station","Lättillgänglig fosfor",-1,0.0026,-0.05769,0
"SE677506-156174","Station","Kisel",0,0.057,20.51,0
"SE677506-156174","Station","Siktdjup",-1,0.003,-0.02343,0
"SE677506-156174","Station","Sulfat",-1,0,-0.03602,0
"SE677506-156174","Station","Totalt organiskt kol",1,0,0.1925,0
"SE677506-156174","Station","Totalkväve",0,0.0587,3.566,0
"SE677506-156174","Station","Totalfosfor",0,0.0855,0.08413,0
"SE677506-156174","Station","Temperatur - vår",0,0.649,-0.07143,0
"SE659755-155697","Station","Brunhet",0,0.7555,-6.667e-4,0
"SE659755-155697","Station","Alkalinitet",0,0.4363,-0.004458,0
"SE659755-155697","Station","Lägsta Syrehalt",0,0.8763,-0.012,0
"SE659755-155697","Station","Oorganiskt kväve",1,0.043,28.59,0
"SE659755-155697","Station","pH",0,0.4363,-0.009841,0
"SE659755-155697","Station","Lättillgänglig fosfor",0,0.4363,0.3151,0
"SE659755-155697","Station","Kisel",0,0.1195,137.6,0
"SE659755-155697","Station","Siktdjup",0,0.3502,0.03556,0
"SE659755-155697","Station","Totalt organiskt kol",0,0.7555,-0.03333,0
"SE659755-155697","Station","Totalkväve",0,0.3502,15.28,0
"SE659755-155697","Station","Totalfosfor",0,0.8763,-0.21,0
"SE664085-143765","Station","Brunhet",0,0.1443,-0.001792,1
"SE664013-143806","Station","Brunhet",,,,1
"SE664085-143765","Station","Alkalinitet",0,0.6907,4.167e-4,1
"SE664013-143806","Station","Alkalinitet",,,,1
"SE664085-143765","Station","Oorganiskt kväve",0,0.193,-1.025,1
"SE664013-143806","Station","Oorganiskt kväve",,,,1
"SE664085-143765","Station","pH",1,0.0082,0.008943,1
"SE664013-143806","Station","pH",,,,1
"SE664085-143765","Station","Lättillgänglig fosfor",-1,1e-4,-0.03846,1
"SE664013-143806","Station","Lättillgänglig fosfor",,,,1
"SE664085-143765","Station","Siktdjup",-1,0.0022,-0.04268,1
"SE664013-143806","Station","Siktdjup",,,,1
"SE664085-143765","Station","Totalt organiskt kol",0,0.2531,0.04083,1
"SE664013-143806","Station","Totalt organiskt kol",,,,1
"SE664085-143765","Station","Totalkväve",0,0.1286,2.39,1
"SE664013-143806","Station","Totalkväve",,,,1
"SE664085-143765","Station","Totalfosfor",0,0.942,0,1
"SE664013-143806","Station","Totalfosfor",,,,1
"SE646293-126302","Station","Brunhet",1,0,0.002267,0
"SE646293-126302","Station","Alkalinitet",0,0.2405,-3.281e-4,0
"SE646293-126302","Station","Konduktivitet",-1,2e-4,-0.07663,0
"SE646293-126302","Station","Oorganiskt kväve",0,0.2172,-1.083,0
"SE646293-126302","Station","pH",0,0.056,0.003941,0
"SE646293-126302","Station","Lättillgänglig fosfor",-1,1e-4,-0.08333,0
"SE646293-126302","Station","Kisel",1,0.0183,9.855,0
"SE646293-126302","Station","Siktdjup",0,0.0595,-0.005,0
"SE646293-126302","Station","Sulfat",-1,0,-0.08712,0
"SE646293-126302","Station","Totalt organiskt kol",1,0,0.1014,0
"SE646293-126302","Station","Totalkväve",0,0.0967,-3.415,0
"SE646293-126302","Station","Totalfosfor",0,0.8559,-0.01471,0
"SE655335-161924","Station","Brunhet",0,0.4237,3.485e-4,1
"SE655335-161924","Station","Alkalinitet",1,0.0441,0.002,1
"SE655335-161924","Station","Konduktivitet",1,0.0041,0.04405,1
"SE655335-161924","Station","Oorganiskt kväve",0,0.7138,-0.09821,1
"SE655335-161924","Station","pH",0,0.3922,-0.01792,1
"SE655335-161924","Station","Lättillgänglig fosfor",-1,0.0298,-0.05903,1
"SE655335-161924","Station","Kisel",0,0.538,-2.917,1
"SE655335-161924","Station","Siktdjup",0,0.1258,-0.04773,1
"SE655335-161924","Station","Totalt organiskt kol",0,0.5815,0.02614,1
"SE655335-161924","Station","Totalkväve",0,0.5846,-1.833,1
"SE655335-161924","Station","Totalfosfor",0,0.461,-0.1882,1
"SE651578-146163","Station","Brunhet",1,0,0.003422,0
"SE651578-146163","Station","Alkalinitet",1,0,5.064e-4,0
"SE651578-146163","Station","Konduktivitet",-1,0,-0.03546,0
"SE651578-146163","Station","Oorganiskt kväve",0,0.3331,0.1898,0
"SE651578-146163","Station","pH",1,0,0.0115,0
"SE651578-146163","Station","Lättillgänglig fosfor",0,0.3313,-0.01852,0
"SE651578-146163","Station","Kisel",1,2e-4,25.29,0
"SE651578-146163","Station","Siktdjup",-1,0.0392,-0.01618,0
"SE651578-146163","Station","Sulfat",-1,0,-0.06429,0
"SE651578-146163","Station","Totalt organiskt kol",1,0,0.1583,0
"SE651578-146163","Station","Totalkväve",0,0.3139,0.7928,0
"SE651578-146163","Station","Totalfosfor",0,0.1713,-0.04167,0
"SE651578-146163","Station","Temperatur - vår",0,0.5665,0.04416,0
"NW633246-141963","Station","Brunhet",1,0.0012,0.002946,0
"NW633246-141963","Station","Alkalinitet",0,0.1585,-0.001408,0
"NW633246-141963","Station","Kadmium i vatten",-1,0.002,-2.798e-4,0
"NW633246-141963","Station","Konduktivitet",-1,0,-0.07728,0
"NW633246-141963","Station","Lägsta Syrehalt",0,0.21,0,0
"NW633246-141963","Station","Oorganiskt kväve",0,0.2452,0.6118,0
"NW633246-141963","Station","Bly i vatten",0,0.2844,0.006826,0
"NW633246-141963","Station","pH",0,0.6757,-0.002218,0
"NW633246-141963","Station","Lättillgänglig fosfor",-1,6e-4,-0.05833,0
"NW633246-141963","Station","Kisel",0,0.0798,10.2,0
"NW633246-141963","Station","Siktdjup",-1,0.0073,-0.01912,0
"NW633246-141963","Station","Sulfat",-1,0,-0.08372,0
"NW633246-141963","Station","Totalt organiskt kol",1,0,0.1082,0
"NW633246-141963","Station","Totalkväve",0,0.1965,1.597,0
"NW633246-141963","Station","Totalfosfor",0,0.7215,-0.009868,0
"SE616397-135001","Station","Alkalinitet",0,1,-0.003,1
"SE616397-135001","Station","Konduktivitet",0,0.3724,-0.06493,1
"SE616397-135001","Station","Lägsta Syrehalt",0,0.673,-0.01339,1
"SE616397-135001","Station","Oorganiskt kväve",0,0.4268,-6.717,1
"SE616397-135001","Station","pH",0,0.4082,0.002745,1
"SE616397-135001","Station","Lättillgänglig fosfor",-1,0,-1.043,1
"SE616397-135001","Station","Siktdjup",0,0.1382,0.004855,1
"SE616397-135001","Station","Totalkväve",-1,0.0011,-48.46,1
"SE616397-135001","Station","Totalfosfor",-1,7e-4,-1.054,1
"SE616397-135001","Station","Temperatur - vår",0,0.1707,0.07386,1
"SE635878-137392","Station","Brunhet",1,0,0.003354,0
"SE635878-137392","Station","Alkalinitet",1,0,0.001729,0
"SE635878-137392","Station","Konduktivitet",-1,0,-0.04033,0
"SE635878-137392","Station","Lägsta Syrehalt",0,0.2548,-0.01556,0
"SE635878-137392","Station","Oorganiskt kväve",0,0.41,-0.3003,0
"SE635878-137392","Station","pH",1,3e-4,0.009878,0
"SE635878-137392","Station","Lättillgänglig fosfor",-1,6e-4,-0.04812,0
"SE635878-137392","Station","Kisel",1,0,29.52,0
"SE635878-137392","Station","Siktdjup",-1,0.0047,-0.025,0
"SE635878-137392","Station","Sulfat",-1,0,-0.065,0
"SE635878-137392","Station","Totalt organiskt kol",1,0,0.1142,0
"SE635878-137392","Station","Totalkväve",0,0.7332,-0.3733,0
"SE635878-137392","Station","Totalfosfor",0,0.094,-0.05869,0
"SE666429-146783","Station","Brunhet",1,0.0052,0.003518,1
"SE666429-146783","Station","Alkalinitet",0,0.0909,-5.732e-4,1
"SE666429-146783","Station","Lägsta Syrehalt",0,0.5128,-0.01,1
"SE666429-146783","Station","Oorganiskt kväve",0,0.7313,0.25,1
"SE666429-146783","Station","pH",0,0.1603,0.003104,1
"SE666429-146783","Station","Lättillgänglig fosfor",-1,0.0423,-0.0625,1
"SE666429-146783","Station","Kisel",1,2e-4,73.48,1
"SE666429-146783","Station","Siktdjup",-1,0.0045,-0.04783,1
"SE666429-146783","Station","Totalt organiskt kol",1,2e-4,0.1093,1
"SE666429-146783","Station","Totalfosfor",0,0.7634,-0.01125,1
"SE623865-141777","Station","Brunhet",0,0.5334,-0.006571,1
"SE623865-141777","Station","Alkalinitet",1,0.0022,0.001867,1
"SE623865-141777","Station","Konduktivitet",-1,0,-0.07924,1
"SE623865-141777","Station","Lägsta Syrehalt",-1,0.0035,-0.06,1
"SE623865-141777","Station","pH",1,0,0.01768,1
"SE623865-141777","Station","Lättillgänglig fosfor",-1,0.005,-0.0375,1
"SE623865-141777","Station","Siktdjup",0,0.9052,0.0020830000000000002,1
"SE623865-141777","Station","Totalt organiskt kol",0,0.8604,-0,1
"SE623865-141777","Station","Totalkväve",0,0.6488,-0.7275,1
"SE623865-141777","Station","Totalfosfor",0,0.1915,-0.08841,1
"SE667151-149602","Station","Brunhet",1,0,0.001673,0
"SE667151-149602","Station","Alkalinitet",1,0,6.667e-4,0
"SE667151-149602","Station","Konduktivitet",-1,1e-4,-0.015,0
"SE667151-149602","Station","Oorganiskt kväve",1,0,1.167,0
"SE667151-149602","Station","pH",0,0.9229,-1.114e-4,0
"SE667151-149602","Station","Lättillgänglig fosfor",0,0.2014,-0.01667,0
"SE667151-149602","Station","Kisel",1,0.0015,25.2,0
"SE667151-149602","Station","Siktdjup",0,0.2085,-0.01228,0
"SE667151-149602","Station","Sulfat",-1,0,-0.04093,0
"SE667151-149602","Station","Totalt organiskt kol",1,0,0.1182,0
"SE667151-149602","Station","Totalkväve",1,0.0033,3.097,0
"SE667151-149602","Station","Totalfosfor",0,0.1948,-0.02807,0
"SE704955-159090","Station","Brunhet",1,2e-4,0.001136,0
"SE704955-159090","Station","Alkalinitet",1,0,5.333e-4,0
"SE704955-159090","Station","Konduktivitet",-1,0,-0.009958,0
"SE704955-159090","Station","Oorganiskt kväve",-1,0,-1.15,0
"SE704955-159090","Station","pH",0,0.14,0.002044,0
"SE704955-159090","Station","Lättillgänglig fosfor",0,0.1698,-0.02083,0
"SE704955-159090","Station","Kisel",1,0.015,13.59,0
"SE704955-159090","Station","Siktdjup",-1,0.0053,-0.02019,0
"SE704955-159090","Station","Sulfat",-1,0,-0.01972,0
"SE704955-159090","Station","Totalt organiskt kol",1,0.0019,0.05,0
"SE704955-159090","Station","Totalkväve",-1,1e-4,-1.894,0
"SE704955-159090","Station","Totalfosfor",-1,0,-0.1211,0
"SE704955-159090","Station","Temperatur - vår",0,0.2911,0.03218,0
"SE652677-152835","Station","Alkalinitet",1,5e-4,0.008,1
"SE652677-152835","Station","Oorganiskt kväve",-1,0.0029,-4,1
"SE652677-152835","Station","pH",1,0.0062,0.01929,1
"SE652677-152835","Station","Lättillgänglig fosfor",-1,0.0025,-0.3333,1
"SE652677-152835","Station","Kisel",0,0.8886,-2.308,1
"SE652677-152835","Station","Siktdjup",-1,0.0084,-0.03636,1
"SE652677-152835","Station","Totalt organiskt kol",0,0.2186,0.1545,1
"SE652677-152835","Station","Totalkväve",0,0.7908,0.8333,1
"SE652677-152835","Station","Totalfosfor",0,0.7524,-0.04,1
"SE658444-137449","Station","Brunhet",0,0.1499,-0.003667,1
"SE658444-137449","Station","Alkalinitet",1,3e-4,0.002182,1
"SE658444-137449","Station","Konduktivitet",0,0.6615,-0.007609,1
"SE658444-137449","Station","Lägsta Syrehalt",0,0.5921,-0.01339,1
"SE658444-137449","Station","pH",1,0.0171,0.008043,1
"SE658444-137449","Station","Siktdjup",1,0.0262,0.01755,1
"SE658444-137449","Station","Totalt organiskt kol",0,0.9441,0.004167,1
"SE658444-137449","Station","Totalkväve",-1,2e-4,-4.556,1
"SE658444-137449","Station","Totalfosfor",0,0.721,-0.02991,1
"SE632231-136476","Station","Brunhet",1,0,0.009868,0
"SE632231-136476","Station","Alkalinitet",-1,9e-4,-4.103e-4,0
"SE632231-136476","Station","Konduktivitet",-1,0,-0.0524,0
"SE632231-136476","Station","Oorganiskt kväve",0,0.2871,-0.5699,0
"SE632231-136476","Station","pH",1,0.0127,0.00624,0
"SE632231-136476","Station","Lättillgänglig fosfor",0,0.0919,-0.04167,0
"SE632231-136476","Station","Kisel",1,1e-4,34.26,0
"SE632231-136476","Station","Siktdjup",-1,0.0068,-0.02378,0
"SE632231-136476","Station","Sulfat",-1,0,-0.06877,0
"SE632231-136476","Station","Totalt organiskt kol",1,0,0.2837,0
"SE632231-136476","Station","Totalkväve",1,0.0015,5.398,0
"SE632231-136476","Station","Totalfosfor",1,0.0118,0.1449,0
"SE635505-137435","Station","Alkalinitet",1,0.0337,0.0025,1
"SE635505-137435","Station","Konduktivitet",0,1,-9.869e-17,1
"SE635505-137435","Station","Lägsta Syrehalt",0,0.6742,-0.02,1
"SE635505-137435","Station","Oorganiskt kväve",-1,0.0014,-11.19,1
"SE635505-137435","Station","pH",1,0.0014,0.03194,1
"SE635505-137435","Station","Siktdjup",0,0.6474,0.007143,1
"SE635505-137435","Station","Totalt organiskt kol",0,1,-0,1
"SE635505-137435","Station","Totalkväve",0,0.1378,-6.333,1
"SE635505-137435","Station","Totalfosfor",0,0.5324,-0.05,1
"SE646103-146637","Station","Brunhet",0,0.0649,-0.004167,1
"SE646103-146637","Station","Alkalinitet",0,0.054,0.01429,1
"SE646103-146637","Station","Lägsta Syrehalt",1,0.0474,0.4325,1
"SE646103-146637","Station","Oorganiskt kväve",-1,0.0029,-5.15,1
"SE646103-146637","Station","pH",1,0.0248,0.04722,1
"SE646103-146637","Station","Lättillgänglig fosfor",-1,0.0331,-0.85,1
"SE646103-146637","Station","Siktdjup",-1,0.0067,-0.05523,1
"SE646103-146637","Station","Totalt organiskt kol",0,0.7488,0,1
"SE646103-146637","Station","Totalkväve",0,0.2048,41.79,1
"SE646103-146637","Station","Totalfosfor",1,0.0238,3.519,1
"NW643960-127717","Station","Brunhet",1,0,0.001067,0
"NW643960-127717","Station","Alkalinitet",0,0.7515,-0,0
"NW643960-127717","Station","Kadmium i vatten",-1,0,-0.002021,0
"NW643960-127717","Station","Konduktivitet",-1,0,-0.104,0
"NW643960-127717","Station","Lägsta Syrehalt",0,0.4652,-0.0125,0
"NW643960-127717","Station","Oorganiskt kväve",-1,0,-2.958,0
"NW643960-127717","Station","Bly i vatten",-1,1e-4,-0.02321,0
"NW643960-127717","Station","pH",1,0,0.02375,0
"NW643960-127717","Station","Lättillgänglig fosfor",-1,0,-0.02623,0
"NW643960-127717","Station","Kisel",1,3e-4,9.896,0
"NW643960-127717","Station","Siktdjup",-1,0,-0.2258,0
"NW643960-127717","Station","Sulfat",-1,0,-0.08818,0
"NW643960-127717","Station","Totalt organiskt kol",1,0,0.0975,0
"NW643960-127717","Station","Totalkväve",0,0.7748,0.1372,0
"NW643960-127717","Station","Totalfosfor",0,0.3994,-0.01667,0
"SE688445-155275","Station","Alkalinitet",1,0.0171,0.001159,1
"SE688755-154770","Station","Alkalinitet",0,0.5592,4.818e-4,1
"SE688445-155275","Station","Konduktivitet",0,0.8582,-5.556e-4,1
"SE688755-154770","Station","Konduktivitet",0,0.1693,-0.01167,1
"SE688445-155275","Station","Lägsta Syrehalt",-1,0.0047,-0.11,1
"SE688755-154770","Station","Lägsta Syrehalt",0,0.6339,-0.016,1
"SE688445-155275","Station","pH",0,0.2,0.005106,1
"SE688755-154770","Station","pH",0,0.5926,0.002794,1
"SE688445-155275","Station","Totalt organiskt kol",0,0.307,0.0247,1
"SE688755-154770","Station","Totalt organiskt kol",0,0.9353,0,1
"SE688445-155275","Station","Totalkväve",0,0.6926,-0.375,1
"SE688755-154770","Station","Totalkväve",0,0.1282,-2.012,1
"SE688445-155275","Station","Totalfosfor",0,0.3722,0.05278,1
"SE688755-154770","Station","Totalfosfor",0,0.8584,0.01539,1
"SE688445-155275","Station","Temperatur - vår",0,0.4646,0.04,1
"SE688755-154770","Station","Temperatur - vår",0,0.9322,0.005,1
"SE615365-134524","Station","Brunhet",0,0.113,-1.75e-4,0
"SE615365-134524","Station","Alkalinitet",0,0.5594,-0.00169,0
"SE615365-134524","Station","Kadmium i vatten",-1,0.0422,-1.25e-4,0
"SE615365-134524","Station","Konduktivitet",0,0.5592,-0.01667,0
"SE615365-134524","Station","Nickel i vatten",0,0.2961,-0.01667,0
"SE615365-134524","Station","Oorganiskt kväve",1,0.002,10.06,0
"SE615365-134524","Station","Bly i vatten",-1,0.0129,-0.008182,0
"SE615365-134524","Station","pH",0,0.3376,-0.002668,0
"SE615365-134524","Station","Lättillgänglig fosfor",0,0.6162,0.0303,0
"SE615365-134524","Station","Kisel",,0.05,-9.333,0
"SE615365-134524","Station","Siktdjup",1,7e-4,0.02941,0
"SE615365-134524","Station","Sulfat",-1,0.0025,-0.04562,0
"SE615365-134524","Station","Totalt organiskt kol",1,0.0147,0.08611,0
"SE615365-134524","Station","Totalkväve",0,0.7614,1.596,0
"SE615365-134524","Station","Totalfosfor",0,0.359,-0.245,0
"SE633573-134452","Station","Alkalinitet",0,0.248,0.005,1
"SE633573-134452","Station","Konduktivitet",0,0.8064,0.022,1
"SE633573-134452","Station","Lägsta Syrehalt",0,0.3128,0.04083,1
"SE633573-134452","Station","Oorganiskt kväve",-1,0.0207,-12.85,1
"SE633573-134452","Station","pH",1,0.0154,0.0647,1
"SE633573-134452","Station","Siktdjup",0,0.6458,0.0025,1
"SE633573-134452","Station","Totalt organiskt kol",1,0.0296,0.3947,1
"SE633573-134452","Station","Totalkväve",0,0.0686,11.76,1
"SE633573-134452","Station","Totalfosfor",1,0.0039,1.423,1
"SE634420-139890","Station","Alkalinitet",0,0.0828,6.25e-4,1
"SE634420-139890","Station","Lägsta Syrehalt",0,0.8516,-0.01625,1
"SE634420-139890","Station","pH",0,0.317,-0,1
"SE634420-139890","Station","Siktdjup",0,0.8195,0.004167,1
"SE634420-139890","Station","Totalt organiskt kol",0,0.8432,0.005263,1
"SE634420-139890","Station","Totalkväve",-1,0.0035,-5,1
"SE634420-139890","Station","Totalfosfor",0,0.5707,-0.04286,1
"SE630605-144655","Station","Brunhet",1,0.0043,0.003379,0
"SE630605-144655","Station","Alkalinitet",1,0,9.167e-4,0
"SE630605-144655","Station","Konduktivitet",-1,1e-4,-0.06619,0
"SE630605-144655","Station","Oorganiskt kväve",0,0.1754,0.5677,0
"SE630605-144655","Station","pH",1,0.026,0.00554,0
"SE630605-144655","Station","Lättillgänglig fosfor",-1,0.0299,-0.05303,0
"SE630605-144655","Station","Kisel",1,0.006,30.8,0
"SE630605-144655","Station","Siktdjup",0,0.1252,-0.007121,0
"SE630605-144655","Station","Sulfat",-1,0,-0.1053,0
"SE630605-144655","Station","Totalt organiskt kol",1,3e-4,0.1735,0
"SE630605-144655","Station","Totalkväve",0,0.8856,0.1551,0
"SE630605-144655","Station","Totalfosfor",0,1,-0,0
"SE630605-144655","Station","Temperatur - vår",0,0.2356,-0.08619,0
"SE624170-134535","Station","Lägsta Syrehalt",0,0.2128,-0.05,1
"SE632515-146675","Station","Brunhet",1,1e-4,9.038e-4,0
"SE632515-146675","Station","Alkalinitet",1,0,4.615e-4,0
"SE632515-146675","Station","Konduktivitet",-1,0,-0.06149,0
"SE632515-146675","Station","Oorganiskt kväve",0,0.8371,-0.1111,0
"SE632515-146675","Station","pH",1,0,0.02122,0
"SE632515-146675","Station","Lättillgänglig fosfor",-1,0.0075,-0.02632,0
"SE632515-146675","Station","Kisel",1,6e-4,14.83,0
"SE632515-146675","Station","Siktdjup",0,0.9062,0.001185,0
"SE632515-146675","Station","Sulfat",-1,0,-0.07286,0
"SE632515-146675","Station","Totalt organiskt kol",1,1e-4,0.075,0
"SE632515-146675","Station","Totalkväve",0,0.8856,0.1438,0
"SE632515-146675","Station","Totalfosfor",-1,0.0144,-0.07045,0
"SE632515-146675","Station","Temperatur - vår",0,0.6659,0.03117,0
"SE654525-149400","Station","Alkalinitet",1,0.0227,0.003458,1
"SE654525-149400","Station","Oorganiskt kväve",-1,0.0023,-4.136,1
"SE654525-149400","Station","pH",1,0.0204,0.01395,1
"SE654525-149400","Station","Lättillgänglig fosfor",-1,0.0013,-0.25,1
"SE654525-149400","Station","Kisel",0,0.0582,-28.57,1
"SE654525-149400","Station","Siktdjup",0,0.8046,-0,1
"SE654525-149400","Station","Totalt organiskt kol",0,0.2184,0.08333,1
"SE654525-149400","Station","Totalkväve",0,0.0881,-2.923,1
"SE654525-149400","Station","Totalfosfor",-1,0.0114,-0.5,1
"SE639047-149701","Station","Brunhet",1,0.0312,2.059e-4,0
"SE639047-149701","Station","Alkalinitet",1,0,8.488e-4,0
"SE639047-149701","Station","Konduktivitet",-1,0,-0.02131,0
"SE639047-149701","Station","Oorganiskt kväve",0,0.298,-0.1957,0
"SE639047-149701","Station","pH",1,1e-4,0.00576,0
"SE639047-149701","Station","Lättillgänglig fosfor",-1,1e-4,-0.02823,0
"SE639047-149701","Station","Kisel",1,2e-4,10,0
"SE639047-149701","Station","Siktdjup",-1,0.0414,-0.01944,0
"SE639047-149701","Station","Sulfat",-1,0,-0.03525,0
"SE639047-149701","Station","Totalt organiskt kol",0,0.1023,0.01591,0
"SE639047-149701","Station","Totalkväve",0,0.2893,-0.7011,0
"SE639047-149701","Station","Totalfosfor",-1,1e-4,-0.1042,0
"SE733037-159366","Station","Brunhet",0,1,-0,1
"SE733037-159366","Station","Alkalinitet",1,0.003,0.001,1
"SE733037-159366","Station","Konduktivitet",1,0.0085,0.01042,1
"SE733037-159366","Station","Oorganiskt kväve",0,0.4743,0.4444,1
"SE733037-159366","Station","pH",0,0.243,0.006319,1
"SE733037-159366","Station","Lättillgänglig fosfor",-1,0.0401,-0.05,1
"SE733037-159366","Station","Kisel",0,1,-0,1
"SE733037-159366","Station","Totalt organiskt kol",0,0.1046,-0.03269,1
"SE733037-159366","Station","Totalfosfor",0,0.1745,-0.07,1
"SE642008-168013","Station","Brunhet",0,0.4003,2.208e-4,0
"SE642008-168013","Station","Alkalinitet",1,0.0125,0.01702,0
"SE642008-168013","Station","Konduktivitet",0,0.0839,0.1242,0
"SE642008-168013","Station","Oorganiskt kväve",0,0.0973,1.535,0
"SE642008-168013","Station","pH",0,0.3875,-0.002421,0
