"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data","Nationell","Typ"
"SE640609-148673","Station","MILA 2018",0,0.4507,0.252,0,0,"Sjö"
"NW666191-142252","Station","Total biovolym växtplankton",1,0.0075,0.0225,0,0,"Sjö"
"NW666191-142252","Station","Bentiskt kvalitetsindex",0,0.9453,0.0012,0,0,"Sjö"
"NW666191-142252","Station","Total biovolym cyanobakterier",0,1,-0,0,0,"Sjö"
"NW666191-142252","Station","Klorofyll a",0,0.0821,0.0833,0,0,"Sjö"
"SE643293-146870","Station","Total biovolym växtplankton",0,0.7426,-0.005,1,0,"Sjö"
"SE643293-146870","Station","Total biovolym cyanobakterier",0,0.8267,-0.0015,1,0,"Sjö"
"SE644587-145084","Station","Total biovolym växtplankton",0,0.9514,-0.0017,1,0,"Sjö"
"SE644587-145084","Station","Total biovolym cyanobakterier",0,0.2001,0.0267,1,0,"Sjö"
"SE643475-145520","Station","Total biovolym växtplankton",0,0.6614,-0.0147,1,0,"Sjö"
"SE643475-145520","Station","Total biovolym cyanobakterier",0,0.7426,-0.0036,1,0,"Sjö"
"SE633738-142203","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4108,-0.017,0,0,"Sjö"
"SE633738-142203","Station","Bentiskt kvalitetsindex",0,0.4399,-0,0,0,"Sjö"
"SE633738-142203","Station","MILA 2018",1,5e-4,1.8706,0,0,"Sjö"
"SE728271-157578","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2496,0.044,0,0,"Sjö"
"SE728271-157578","Station","Total biovolym växtplankton",0,0.7011,-0.0011,0,0,"Sjö"
"SE728271-157578","Station","Bentiskt kvalitetsindex",0,0.6937,-0,0,0,"Sjö"
"SE728271-157578","Station","Total biovolym cyanobakterier",-1,0.0246,-2e-4,0,0,"Sjö"
"SE728271-157578","Station","Klorofyll a",0,0.4562,0.05,0,0,"Sjö"
"SE728271-157578","Station","MILA 2018",0,1,0.0174,0,0,"Sjö"
"SE651609-140839","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5112,0.0228,0,0,"Sjö"
"SE651609-140839","Station","Total biovolym växtplankton",0,0.0925,-0.159,0,0,"Sjö"
"SE651609-140839","Station","Bentiskt kvalitetsindex",0,0.2294,0.0139,0,0,"Sjö"
"SE651609-140839","Station","Total biovolym cyanobakterier",0,0.0748,0.0118,0,0,"Sjö"
"SE651609-140839","Station","MILA 2018",0,0.4434,0.3569,0,0,"Sjö"
"SE706672-167201","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3513,-0.0282,0,0,"Sjö"
"SE706672-167201","Station","Bentiskt kvalitetsindex",0,0.3571,0,0,0,"Sjö"
"SE706672-167201","Station","MILA 2018",-1,0.0487,-0.629,0,0,"Sjö"
"SE698860-135948","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5333,0.0554,0,0,"Sjö"
"SE698860-135948","Station","Total biovolym växtplankton",0,0.8043,6e-4,0,0,"Sjö"
"SE698860-135948","Station","Bentiskt kvalitetsindex",0,0.1499,0.0231,0,0,"Sjö"
"SE698860-135948","Station","Total biovolym cyanobakterier",0,0.6073,-0,0,0,"Sjö"
"SE698860-135948","Station","MILA 2018",0,0.5371,0.4358,0,0,"Sjö"
"SE657310-134169","Station","Total biovolym växtplankton",0,0.1195,0.178,1,0,"Sjö"
"SE657310-134169","Station","Total biovolym cyanobakterier",0,0.2129,0.0448,1,0,"Sjö"
"SE640326-143979","Station","Total biovolym växtplankton",0,0.1546,0.1043,1,0,"Sjö"
"SE640326-143979","Station","Total biovolym cyanobakterier",0,0.1546,0.0021,1,0,"Sjö"
"SE718150-168580","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0789,0.0222,0,0,"Sjö"
"SE718150-168580","Station","Total biovolym växtplankton",0,0.1546,-0.0077,0,0,"Sjö"
"SE718150-168580","Station","Bentiskt kvalitetsindex",0,0.7426,-0.0086,0,0,"Sjö"
"SE718150-168580","Station","Total biovolym cyanobakterier",0,0.8694,0,0,0,"Sjö"
"SE718150-168580","Station","Klorofyll a",0,0.2073,-0.0667,0,0,"Sjö"
"SE718150-168580","Station","MILA 2018",0,0.2736,0.3394,0,0,"Sjö"
"SE698561-139682","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.784,0.0062,0,0,"Sjö"
"SE698561-139682","Station","Total biovolym växtplankton",0,0.8694,1e-4,0,0,"Sjö"
"SE698561-139682","Station","Bentiskt kvalitetsindex",0,0.7,-0.0071,0,0,"Sjö"
"SE698561-139682","Station","Total biovolym cyanobakterier",0,0.8173,-0,0,0,"Sjö"
"SE698561-139682","Station","MILA 2018",0,0.2736,0.4189,0,0,"Sjö"
"SE632080-151245","Station","Total biovolym växtplankton",0,0.6962,0.0346,1,0,"Sjö"
"SE632080-151245","Station","Total biovolym cyanobakterier",0,0.0617,-0.0085,1,0,"Sjö"
"SE628178-142834","Station","Total biovolym växtplankton",1,0.043,0.4202,1,0,"Sjö"
"SE628178-142834","Station","Total biovolym cyanobakterier",0,0.4363,0.07,1,0,"Sjö"
"SE663894-165821","Station","Klorofyll a",0,0.3727,-0.4423,1,0,"Sjö"
"SE655011-158700","Station","Klorofyll a",0,0.419,2.4667,1,0,"Sjö"
"NW649253-149503","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6693,-0.0068,0,0,"Sjö"
"NW649253-149503","Station","MILA 2018",0,0.1272,0.3768,0,0,"Sjö"
"SE655335-161924","Station","Klorofyll a",0,0.0736,-0.2444,1,0,"Sjö"
"SE633790-147515","Station","Total biovolym växtplankton",0,0.4507,0.1326,1,0,"Sjö"
"SE633790-147515","Station","Total biovolym cyanobakterier",1,0.0467,0.0514,1,0,"Sjö"
"SE654293-159359","Station","Klorofyll a",0,0.1524,-0.2,1,0,"Sjö"
"SE662985-166093","Station","Klorofyll a",0,0.3601,2.4875,1,0,"Sjö"
"SE664765-165855","Station","Klorofyll a",0,0.2981,-1.72,1,0,"Sjö"
"SE730091-165102","Station","Total biovolym växtplankton",0,0.1606,0.0056,0,0,"Sjö"
"SE730091-165102","Station","Total biovolym cyanobakterier",0,0.583,-1e-4,0,0,"Sjö"
"SE730091-165102","Station","Klorofyll a",0,1,-0,0,0,"Sjö"
"NW674570-141911","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3922,0.0045,0,0,"Sjö"
"NW674570-141911","Station","MILA 2018",0,0.0586,0.9635,0,0,"Sjö"
"SE654459-158920","Station","Klorofyll a",0,0.2129,-1.9333,1,0,"Sjö"
"NW666191-142252","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2001,0.0251,0,0,"Sjö"
"NW666191-142252","Station","MILA 2018",0,0.5022,0.7124,0,0,"Sjö"
"SE654798-158954","Station","Klorofyll a",0,0.7555,-0.18,1,0,"Sjö"
"SE633738-142203","Station","Total biovolym växtplankton",0,0.6614,-0.069,0,0,"Sjö"
"SE633738-142203","Station","Total biovolym cyanobakterier",0,0.1889,3e-4,0,0,"Sjö"
"SE662976-164357","Station","Klorofyll a",0,1,-0.0571,1,0,"Sjö"
"SE663340-163300","Station","Klorofyll a",0,0.0982,-0.3646,1,0,"Sjö"
"SE646539-150099","Station","Total biovolym växtplankton",0,1,-0.0108,1,0,"Sjö"
"SE646539-150099","Station","Total biovolym cyanobakterier",0,0.2437,0.077,1,0,"Sjö"
"SE648688-151884","Station","Total biovolym växtplankton",0,0.2437,-0.7056,1,0,"Sjö"
"SE648688-151884","Station","Total biovolym cyanobakterier",0,0.5371,-0.3995,1,0,"Sjö"
"SE653017-148572","Station","Total biovolym växtplankton",0,0.5371,0.0588,1,0,"Sjö"
"SE653017-148572","Station","Total biovolym cyanobakterier",0,0.837,-0.0022,1,0,"Sjö"
"SE644992-151974","Station","Total biovolym växtplankton",1,0.0112,1.1565,1,0,"Sjö"
"SE644992-151974","Station","Total biovolym cyanobakterier",0,0.1499,0.5266,1,0,"Sjö"
"SE651060-149500","Station","Total biovolym växtplankton",0,0.1499,-0.0703,1,0,"Sjö"
"SE651060-149500","Station","Total biovolym cyanobakterier",0,0.1148,0.0028,1,0,"Sjö"
"SE664094-166287","Station","Klorofyll a",0,0.5371,0.325,1,0,"Sjö"
"SE713180-153188","Station","Klorofyll a",1,0.0235,1.2636,1,0,"Sjö"
"SE639611-144278","Station","Total biovolym växtplankton",0,0.4363,0.1718,1,0,"Sjö"
"SE639611-144278","Station","Total biovolym cyanobakterier",0,0.8763,0.0114,1,0,"Sjö"
"SE646103-146637","Station","Total biovolym växtplankton",0,0.1195,0.663,1,0,"Sjö"
"SE646103-146637","Station","Total biovolym cyanobakterier",0,0.5334,0.1454,1,0,"Sjö"
"SE643170-149085","Station","Total biovolym växtplankton",0,0.9453,0.0575,1,0,"Sjö"
"SE643170-149085","Station","Total biovolym cyanobakterier",1,0.0335,0.0198,1,0,"Sjö"
"SE726381-152328","Station","Klorofyll a",-1,0.0188,-0.075,1,0,"Sjö"
"SE726381-152328","Station","Total biovolym växtplankton",0,0.7834,-0.0034,1,0,"Sjö"
"SE726381-152328","Station","Total biovolym cyanobakterier",0,0.837,2e-4,1,0,"Sjö"
"SE718284-148654","Station","Klorofyll a",0,0.6938,0.0333,1,0,"Sjö"
"SE718284-148654","Station","Total biovolym växtplankton",0,0.9453,-0.0011,1,0,"Sjö"
"SE718284-148654","Station","Total biovolym cyanobakterier",0,0.9453,0,1,0,"Sjö"
"SE641200-143890","Station","Total biovolym växtplankton",0,0.9453,-0.0369,1,0,"Sjö"
"SE641200-143890","Station","Total biovolym cyanobakterier",0,0.3727,-0.0028,1,0,"Sjö"
"SE646900-151250","Station","Total biovolym växtplankton",0,0.4507,0.2412,1,0,"Sjö"
"SE646900-151250","Station","Total biovolym cyanobakterier",0,0.6312,-0.3008,1,0,"Sjö"
"SE658561-162661","Station","Klorofyll a",0,0.1611,-0.6729,1,0,"Sjö"
"SE718898-170673","Station","Klorofyll a",0,0.4743,-0.34,1,0,"Sjö"
"SE657345-147335","Station","Total biovolym växtplankton",0,0.7555,0.444,1,0,"Sjö"
"SE657345-147335","Station","Total biovolym cyanobakterier",0,1,0.3417,1,0,"Sjö"
"SE657315-148215","Station","Total biovolym växtplankton",0,1,0.07,1,0,"Sjö"
"SE657315-148215","Station","Total biovolym cyanobakterier",0,0.8763,-0.1765,1,0,"Sjö"
"SE721811-171800","Station","Klorofyll a",0,0.243,0.125,1,0,"Sjö"
"SE664752-135108","Station","Total biovolym växtplankton",0,0.1195,-0.0534,1,0,"Sjö"
"SE664752-135108","Station","Total biovolym cyanobakterier",0,0.7555,4e-4,1,0,"Sjö"
"SE664752-135108","Station","Klorofyll a",0,0.5309,-0.0556,1,0,"Sjö"
"SE723383-175441","Station","Klorofyll a",0,0.858,-0.2167,1,0,"Sjö"
"SE626748-148744","Station","Total biovolym växtplankton",0,0.2831,0.2567,1,0,"Sjö"
"SE626748-148744","Station","Total biovolym cyanobakterier",0,0.5915,0.003,1,0,"Sjö"
"SE626126-148664","Station","Total biovolym växtplankton",0,0.4743,-0.1538,1,0,"Sjö"
"SE626126-148664","Station","Total biovolym cyanobakterier",0,0.5915,0.0101,1,0,"Sjö"
"SE627074-148362","Station","Total biovolym växtplankton",0,0.858,-0.0331,1,0,"Sjö"
"SE627074-148362","Station","Total biovolym cyanobakterier",0,1,0,1,0,"Sjö"
"SE628170-143420","Station","Total biovolym växtplankton",0,0.5915,-0.024,1,0,"Sjö"
"SE628170-143420","Station","Total biovolym cyanobakterier",0,1,0.0048,1,0,"Sjö"
"SE659503-154190","Station","Klorofyll a",0,0.2129,-0.46,0,0,"Sjö"
"SE651826-136762","Station","Klorofyll a",0,0.9378,0.0111,0,0,"Sjö"
"SE620953-135500","Station","Klorofyll a",0,0.5846,0.3333,1,0,"Sjö"
"SE713180-153188","Station","Total biovolym växtplankton",0,1,-0.0357,1,0,"Sjö"
"SE713180-153188","Station","Total biovolym cyanobakterier",0,0.6223,-0,1,0,"Sjö"
"SE662709-160136","Station","Klorofyll a",1,0.0293,2.09,0,0,"Sjö"
"SE641603-144848","Station","Total biovolym växtplankton",0,0.8763,0.0082,1,0,"Sjö"
"SE641603-144848","Station","Total biovolym cyanobakterier",0,0.1195,0.0066,1,0,"Sjö"
"SE659180-152170","Station","Klorofyll a",0,0.4363,-1.0571,0,0,"Sjö"
"SE659036-160984","Station","Klorofyll a",0,0.8763,-0.0333,0,0,"Sjö"
"SE659755-155697","Station","Klorofyll a",0,0.5334,-0.475,0,0,"Sjö"
"SE634447-144024","Station","Total biovolym växtplankton",0,0.0617,0.0633,1,0,"Sjö"
"SE634447-144024","Station","Total biovolym cyanobakterier",0,0.4363,0.0036,1,0,"Sjö"
"SE707669-170020","Station","Total biovolym växtplankton",0,0.8763,0.006,1,0,"Sjö"
"SE707669-170020","Station","Total biovolym cyanobakterier",0,0.4363,-0.0024,1,0,"Sjö"
"SE652877-132735","Station","Klorofyll a",0,0.1195,0.1,0,0,"Sjö"
"SE663004-160268","Station","Bentiskt kvalitetsindex",0,1,-0,0,0,"Sjö"
"SE661981-152153","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2105,-0.0597,1,0,"Sjö"
"SE661981-152153","Station","MILA 2018",0,0.1524,-1.3552,1,0,"Sjö"
"SE659072-159203","Station","Klorofyll a",0,0.4363,-0.2625,0,0,"Sjö"
"SE657562-159772","Station","Klorofyll a",0,0.2758,-0.2,0,0,"Sjö"
"SE667073-145408","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2831,-0.047,1,0,"Sjö"
"SE667073-145408","Station","MILA 2018",0,0.5915,1.3145,1,0,"Sjö"
"SE660542-161322","Station","Klorofyll a",0,0.3473,1,0,0,"Sjö"
"SE655209-126937","Station","Klorofyll a",0,0.6944,0.0333,0,0,"Sjö"
"SE660743-157006","Station","Klorofyll a",0,0.4363,-0.5833,0,0,"Sjö"
"SE655455-136581","Station","Klorofyll a",0,0.3904,-0.0667,0,0,"Sjö"
"SE658368-157107","Station","Klorofyll a",0,0.1844,-0.8562,0,0,"Sjö"
"SE657383-139985","Station","Klorofyll a",0,0.4743,-0.55,1,0,"Sjö"
"SE657772-140061","Station","Klorofyll a",0,0.3711,0.75,1,0,"Sjö"
"SE660831-154222","Station","Klorofyll a",0,0.1611,-1.1556,0,0,"Sjö"
"SE717734-173458","Station","Total biovolym växtplankton",-1,0.0491,-0.0713,1,0,"Sjö"
"SE717734-173458","Station","Total biovolym cyanobakterier",0,0.3711,-7e-4,1,0,"Sjö"
"SE651826-136762","Station","Total biovolym växtplankton",1,0.0491,0.0217,0,0,"Sjö"
"SE651826-136762","Station","Total biovolym cyanobakterier",0,0.858,0.001,0,0,"Sjö"
"SE662709-160136","Station","Total biovolym växtplankton",0,0.4743,0.2315,0,0,"Sjö"
"SE662709-160136","Station","Total biovolym cyanobakterier",0,0.2105,0.2302,0,0,"Sjö"
"SE718898-170673","Station","Total biovolym växtplankton",0,0.858,0.037,1,0,"Sjö"
"SE718898-170673","Station","Total biovolym cyanobakterier",0,0.5915,-0.0157,1,0,"Sjö"
"SE659180-152170","Station","Total biovolym växtplankton",0,0.4743,0.1305,0,0,"Sjö"
"SE659180-152170","Station","Total biovolym cyanobakterier",0,0.858,-0.0536,0,0,"Sjö"
"SE659036-160984","Station","Total biovolym växtplankton",0,0.1074,0.048,0,0,"Sjö"
"SE659036-160984","Station","Total biovolym cyanobakterier",0,0.3711,0.0324,0,0,"Sjö"
"SE659755-155697","Station","Total biovolym växtplankton",0,0.7205,0.0745,0,0,"Sjö"
"SE659755-155697","Station","Total biovolym cyanobakterier",0,1,-0,0,0,"Sjö"
"SE652877-132735","Station","Total biovolym växtplankton",1,0.0318,0.0272,0,0,"Sjö"
"SE652877-132735","Station","Total biovolym cyanobakterier",0,0.4743,0.0027,0,0,"Sjö"
"SE721811-171800","Station","Total biovolym växtplankton",0,0.5296,0.0165,1,0,"Sjö"
"SE721811-171800","Station","Total biovolym cyanobakterier",0,0.3711,0.0014,1,0,"Sjö"
"SE657562-159772","Station","Total biovolym växtplankton",0,1,0.0023,0,0,"Sjö"
"SE657562-159772","Station","Total biovolym cyanobakterier",0,0.4743,-0.0116,0,0,"Sjö"
"SE633738-142203","Station","Klorofyll a",-1,0.0153,-1.875,0,0,"Sjö"
"SE655455-136581","Station","Total biovolym växtplankton",0,0.2831,0.0195,0,0,"Sjö"
"SE655455-136581","Station","Total biovolym cyanobakterier",0,0.5915,0.0012,0,0,"Sjö"
"SE723383-175441","Station","Total biovolym växtplankton",0,0.7205,-0.0098,1,0,"Sjö"
"SE723383-175441","Station","Total biovolym cyanobakterier",0,0.1242,1e-4,1,0,"Sjö"
"SE626748-148744","Station","Brunhet",-1,0.0164,-0.01861,1,0,"Sjö"
"SE626748-148744","Station","Alkalinitet",0,1,-0,1,0,"Sjö"
"SE626748-148744","Station","Lägsta Syrehalt",0,0.344,0.025,1,0,"Sjö"
"SE626748-148744","Station","pH",1,0.0019,0.01686,1,0,"Sjö"
"SE626748-148744","Station","Siktdjup",0,0.3273,-0.01164,1,0,"Sjö"
"SE626748-148744","Station","Totalt organiskt kol",0,0.1334,0.1257,1,0,"Sjö"
"SE626748-148744","Station","Totalkväve",1,0.0271,4.777,1,0,"Sjö"
"SE626748-148744","Station","Totalfosfor",-1,0.0392,-0.2069,1,0,"Sjö"
"SE626126-148664","Station","Brunhet",-1,0.0164,-0.02073,1,0,"Sjö"
"SE626126-148664","Station","Alkalinitet",0,0.088,-0.001339,1,0,"Sjö"
"SE626126-148664","Station","Lägsta Syrehalt",0,0.7682,0.007738,1,0,"Sjö"
"SE626126-148664","Station","pH",0,0.722,0.001191,1,0,"Sjö"
"SE626126-148664","Station","Siktdjup",0,0.649,-0.004167,1,0,"Sjö"
"SE626126-148664","Station","Totalt organiskt kol",0,0.158,0.125,1,0,"Sjö"
"SE626126-148664","Station","Totalkväve",1,5e-4,7.115,1,0,"Sjö"
"SE626126-148664","Station","Totalfosfor",-1,0.0324,-0.1875,1,0,"Sjö"
"SE633610-145150","Station","Siktdjup",1,0.0092,0.1786,1,0,"Sjö"
"SE632680-145380","Station","Siktdjup",0,0.7568,-1.708e-17,1,0,"Sjö"
"SE630250-143760","Station","Siktdjup",1,0.0036,0.02021,1,0,"Sjö"
"SE630250-143760","Station","Temperatur - vår",0,0.1309,-0.1,1,0,"Sjö"
"SE630475-143615","Station","Brunhet",0,0.7205,-3.75e-4,1,0,"Sjö"
"SE630475-143615","Station","Alkalinitet",1,0.0048,0.01433,1,0,"Sjö"
"SE630475-143615","Station","Konduktivitet",1,0.0026,0.5833,1,0,"Sjö"
"SE630475-143615","Station","Lägsta Syrehalt",-1,2e-4,-0.4077,1,0,"Sjö"
"SE630475-143615","Station","Oorganiskt kväve",0,0.0736,102.4,1,0,"Sjö"
"SE630475-143615","Station","pH",0,0.098,0.0199,1,0,"Sjö"
"SE630475-143615","Station","Lättillgänglig fosfor",0,0.858,0.1523,1,0,"Sjö"
"SE630475-143615","Station","Siktdjup",1,0.0026,0.02329,1,0,"Sjö"
"SE630475-143615","Station","Totalt organiskt kol",0,0.098,-0.09651,1,0,"Sjö"
"SE630475-143615","Station","Totalkväve",-1,0.0043,-79.48,1,0,"Sjö"
"SE630475-143615","Station","Totalfosfor",0,0.2058,-2.215,1,0,"Sjö"
"SE630475-143615","Station","Temperatur - vår",0,0.1275,-0.12,1,0,"Sjö"
"SE630428-144034","Station","Siktdjup",1,0,0.04335,1,0,"Sjö"
"SE630428-144034","Station","Temperatur - vår",0,0.6022,-0.05774,1,0,"Sjö"
"SE630500-143950","Station","Siktdjup",1,0.0077,0.0548,1,0,"Sjö"
"SE630500-143950","Station","Temperatur - vår",0,0.2441,-0.07333,1,0,"Sjö"
"SE627074-148362","Station","Brunhet",-1,0.0164,-0.02185,1,0,"Sjö"
"SE627074-148362","Station","Alkalinitet",0,0.3337,-0.001226,1,0,"Sjö"
"SE627074-148362","Station","Lägsta Syrehalt",-1,0.022,-0.01,1,0,"Sjö"
"SE627074-148362","Station","pH",0,0.9759,1.123e-4,1,0,"Sjö"
"SE627074-148362","Station","Siktdjup",0,0.5959,0.006944,1,0,"Sjö"
"SE627074-148362","Station","Totalt organiskt kol",0,0.3808,-0.0933,1,0,"Sjö"
"SE627074-148362","Station","Totalkväve",1,0.0372,8.374,1,0,"Sjö"
"SE627074-148362","Station","Totalfosfor",0,0.2041,-0.1778,1,0,"Sjö"
"SE628250-148550","Station","Brunhet",-1,0.0335,-0.01684,1,0,"Sjö"
"SE628250-148550","Station","Alkalinitet",-1,1e-4,-0.005315,1,0,"Sjö"
"SE628250-148550","Station","Lägsta Syrehalt",1,0.0062,0.131,1,0,"Sjö"
"SE628250-148550","Station","pH",-1,0.0246,-0.01173,1,0,"Sjö"
"SE628250-148550","Station","Siktdjup",-1,0.0013,-0.01604,1,0,"Sjö"
"SE628250-148550","Station","Totalt organiskt kol",0,0.7407,0.015,1,0,"Sjö"
"SE628250-148550","Station","Totalkväve",1,0.0383,5.885,1,0,"Sjö"
"SE628250-148550","Station","Totalfosfor",0,0.0775,0.15,1,0,"Sjö"
"SE758208-161749","Station","Brunhet",0,0.8472,7.937e-6,0,0,"Sjö"
"SE758208-161749","Station","Alkalinitet",1,1e-4,0.00242,0,0,"Sjö"
"SE758208-161749","Station","Kadmium i vatten",0,0.4807,-1.212e-4,0,0,"Sjö"
"SE758208-161749","Station","Konduktivitet",1,0,0.04356,0,0,"Sjö"
"SE758208-161749","Station","Lägsta Syrehalt",-1,0.0079,-0.0425,0,0,"Sjö"
"SE758208-161749","Station","Oorganiskt kväve",0,0.801,-0.03869,0,0,"Sjö"
"SE758208-161749","Station","Bly i vatten",0,1,-0,0,0,"Sjö"
"SE758208-161749","Station","pH",0,0.0753,0.003455,0,0,"Sjö"
"SE758208-161749","Station","Lättillgänglig fosfor",-1,4e-4,-0.02778,0,0,"Sjö"
"SE758208-161749","Station","Kisel",1,0.0029,8.638,0,0,"Sjö"
"SE758208-161749","Station","Siktdjup",0,0.1028,-0.03571,0,0,"Sjö"
"SE758208-161749","Station","Sulfat",1,0,0.04475,0,0,"Sjö"
"SE758208-161749","Station","Totalt organiskt kol",-1,0.0117,-0.01889,0,0,"Sjö"
"SE758208-161749","Station","Totalkväve",-1,0.0053,-3.302,0,0,"Sjö"
"SE758208-161749","Station","Totalfosfor",-1,1e-4,-0.1414,0,0,"Sjö"
"SE643390-130120","Station","Totalfosfor",0,0.3796,-0.1,1,0,"Sjö"
"SE633989-140731","Station","Brunhet",1,0.0046,0.005467,0,0,"Sjö"
"SE633989-140731","Station","Alkalinitet",0,0.1101,-2.34e-4,0,0,"Sjö"
"SE633989-140731","Station","Konduktivitet",-1,0,-0.06171,0,0,"Sjö"
"SE633989-140731","Station","Lägsta Syrehalt",0,0.186,-0.06,0,0,"Sjö"
"SE633989-140731","Station","Oorganiskt kväve",0,0.6199,-0.2667,0,0,"Sjö"
"SE633989-140731","Station","pH",0,0.9037,3.434e-4,0,0,"Sjö"
"SE633989-140731","Station","Lättillgänglig fosfor",-1,5e-4,-0.07843,0,0,"Sjö"
"SE633989-140731","Station","Kisel",1,0.0022,22.07,0,0,"Sjö"
"SE633989-140731","Station","Siktdjup",0,0.0741,-0.02115,0,0,"Sjö"
"SE633989-140731","Station","Sulfat",-1,0,-0.08925,0,0,"Sjö"
"SE633989-140731","Station","Totalt organiskt kol",1,0.0049,0.1771,0,0,"Sjö"
"SE633989-140731","Station","Totalkväve",1,0.0309,2.688,0,0,"Sjö"
"SE633989-140731","Station","Totalfosfor",0,0.6284,0.03656,0,0,"Sjö"
"SE655275-153234","Station","Brunhet",1,0.0209,0.002288,0,0,"Sjö"
"SE655275-153234","Station","Alkalinitet",-1,0.0029,-0.001389,0,0,"Sjö"
"SE655275-153234","Station","Kadmium i vatten",-1,2e-4,-0.002708,0,0,"Sjö"
"SE655275-153234","Station","Konduktivitet",-1,0.0072,-0.03523,0,0,"Sjö"
"SE655275-153234","Station","Lägsta Syrehalt",0,0.3973,-0.002,0,0,"Sjö"
"SE655275-153234","Station","Oorganiskt kväve",0,0.1158,0.7901,0,0,"Sjö"
"SE655275-153234","Station","Bly i vatten",0,0.4298,-0.004792,0,0,"Sjö"
"SE655275-153234","Station","pH",0,1,8.782e-5,0,0,"Sjö"
"SE655275-153234","Station","Lättillgänglig fosfor",-1,0.0195,-0.0641,0,0,"Sjö"
"SE655275-153234","Station","Kisel",1,0.023,19.72,0,0,"Sjö"
"SE655275-153234","Station","Siktdjup",0,0.0683,-0.01204,0,0,"Sjö"
"SE655275-153234","Station","Sulfat",-1,0,-0.06064,0,0,"Sjö"
"SE655275-153234","Station","Totalt organiskt kol",1,3e-4,0.1292,0,0,"Sjö"
"SE655275-153234","Station","Totalkväve",0,0.5738,1.223,0,0,"Sjö"
"SE655275-153234","Station","Totalfosfor",0,0.6029,0.04167,0,0,"Sjö"
"SE642489-151724","Station","Brunhet",1,0.026,3.548e-4,0,0,"Sjö"
"SE642489-151724","Station","Alkalinitet",1,0,6.597e-4,0,0,"Sjö"
"SE642489-151724","Station","Kadmium i vatten",0,0.0524,-1.182e-4,0,0,"Sjö"
"SE642489-151724","Station","Konduktivitet",-1,0,-0.04289,0,0,"Sjö"
"SE642489-151724","Station","Lägsta Syrehalt",0,0.6779,0.01,0,0,"Sjö"
"SE642489-151724","Station","Nickel i vatten",-1,0.0068,-0.00425,0,0,"Sjö"
"SE642489-151724","Station","Oorganiskt kväve",-1,0.0065,-0.7487,0,0,"Sjö"
"SE642489-151724","Station","Bly i vatten",0,0.1428,-0.002274,0,0,"Sjö"
"SE642489-151724","Station","pH",1,1e-4,0.007778,0,0,"Sjö"
"SE642489-151724","Station","Lättillgänglig fosfor",-1,0.0382,-0.02083,0,0,"Sjö"
"SE642489-151724","Station","Kisel",1,0.0237,7.995,0,0,"Sjö"
"SE642489-151724","Station","Siktdjup",0,0.1131,-0.01491,0,0,"Sjö"
"SE642489-151724","Station","Sulfat",-1,0,-0.06406,0,0,"Sjö"
"SE642489-151724","Station","Totalt organiskt kol",1,0.0076,0.025,0,0,"Sjö"
"SE642489-151724","Station","Totalkväve",-1,0.0206,-1.488,0,0,"Sjö"
"SE642489-151724","Station","Totalfosfor",-1,1e-4,-0.1059,0,0,"Sjö"
"SE642489-151724","Station","Temperatur - vår",0,0.8311,-0.00625,0,0,"Sjö"
"SE632080-151245","Station","Brunhet",-1,0.0236,-0.009378,1,0,"Sjö"
"SE632080-151245","Station","Alkalinitet",0,0.2267,-9.565e-4,1,0,"Sjö"
"SE632080-151245","Station","Konduktivitet",-1,0,-0.09544,1,0,"Sjö"
"SE632080-151245","Station","Lägsta Syrehalt",-1,0.046,-0.08983,1,0,"Sjö"
"SE632080-151245","Station","pH",0,0.3771,0.002545,1,0,"Sjö"
"SE632080-151245","Station","Siktdjup",-1,0.0057,-0.0295,1,0,"Sjö"
"SE632080-151245","Station","Totalt organiskt kol",0,0.0527,0.1014,1,0,"Sjö"
"SE632080-151245","Station","Totalkväve",-1,0.0227,-4.67,1,0,"Sjö"
"SE632080-151245","Station","Totalfosfor",0,0.6199,0.03624,1,0,"Sjö"
"SE634360-142750","Station","Alkalinitet",0,0.7489,-0,1,0,"Sjö"
"SE634360-142750","Station","Lägsta Syrehalt",0,0.0629,-0.04282,1,0,"Sjö"
"SE634360-142750","Station","pH",1,0,0.01667,1,0,"Sjö"
"SE634360-142750","Station","Siktdjup",0,0.7223,0.007692,1,0,"Sjö"
"SE634360-142750","Station","Totalt organiskt kol",0,0.0542,0.07143,1,0,"Sjö"
