VattenID,MS_CD,Stationskoordinat E/Y,Stationskoordinat N/X,Vattenkategori,VariabelID,Trendens signifikans,p-värde,Medianförändring per år,Typ,Nationell
SE703055-166572,WA82283677,705895,7030703,Station,Totalt organiskt kol,1,3.00E-04,0.0571,Vattendrag,1
SE703055-166572,WA82283677,705895,7030703,Station,Totalkväve,0,0.31,-0.2948,Vattendrag,1
SE703055-166572,WA82283677,705895,7030703,Station,Totalfosfor,-1,0,-0.1034,Vattendrag,1
SE703055-166572,WA82283677,705895,7030703,Station,Temperatur - vår,0,0.0667,-0.2439,Vattendrag,1
SE703055-166572,WA82283677,705895,7030703,Station,pH,-1,7.00E-04,-0.0037,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Brunhet,-1,0,-5.00E-04,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Alkalinitet,1,0,0.0032,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Kadmium i vatten,0,0.0938,0,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Kvicksilver i vatten,0,0.8516,0,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Konduktivitet,-1,0,-0.0507,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Nickel i vatten,-1,0.0175,-0.0129,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Oorganiskt kväve,-1,0.0025,-2.5824,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Bly i vatten,0,0.8373,0,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Lättillgänglig fosfor,-1,2.00E-04,-0.027,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Kisel,1,0.0354,,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Sulfat,-1,0,-0.08,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Totalt organiskt kol,0,0.4169,0.0053,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Totalkväve,-1,1.00E-04,-4.6667,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Totalfosfor,-1,0,-0.0833,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,Temperatur - vår,0,0.1067,-0.1333,Vattendrag,1
SE646771-129330,WA16165459,340569,6463562,Station,pH,1,0,0.0091,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Brunhet,0,0.7808,0,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Alkalinitet,1,0,0.0036,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Kadmium i vatten,0,0.1572,0,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Kvicksilver i vatten,-1,0,-0.0342,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Konduktivitet,-1,0,-0.0514,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Nickel i vatten,-1,0,-0.0187,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Oorganiskt kväve,-1,0,-6.4615,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Bly i vatten,0,0.298,-9.00E-04,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Lättillgänglig fosfor,0,0.5076,0,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Kisel,1,0,,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Sulfat,-1,0,-0.0838,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Totalt organiskt kol,0,0.231,0.01,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Totalkväve,-1,0,-10.7778,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Totalfosfor,-1,0.0127,-0.072,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,Temperatur - vår,0,0.1412,-0.0923,Vattendrag,1
SE641071-127372,WA33908756,321683,6406368,Station,pH,1,0,0.009,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Brunhet,0,0.5842,1.00E-04,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Alkalinitet,1,0.0099,0.0124,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Kadmium i vatten,-1,0.017,,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Kvicksilver i vatten,0,0.5554,-0.0111,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Konduktivitet,0,0.8313,-0.0087,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Nickel i vatten,-1,0.0478,-0.0464,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Oorganiskt kväve,0,0.4315,0.6552,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Bly i vatten,-1,0.0193,-0.004,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Lättillgänglig fosfor,-1,0.01,-0.4152,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Kisel,1,0.0259,,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Sulfat,-1,0.0072,-0.1717,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Totalt organiskt kol,1,0,0.0923,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Totalkväve,0,0.2454,-3.8241,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Totalfosfor,-1,0,-1.0385,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,Temperatur - vår,0,0.1195,0.4333,Vattendrag,1
SE638491-166721,WA95602537,715290,6385260,Station,pH,0,0.1779,0.0013,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Brunhet,0,0.0718,0.003,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Alkalinitet,0,0.7793,-1.00E-04,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Kadmium i vatten,-1,2.00E-04,,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Konduktivitet,-1,0.0034,-0.0194,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Oorganiskt kväve,-1,0.0082,-1.1667,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Bly i vatten,-1,0,-0.0075,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Lättillgänglig fosfor,0,0.4396,0,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Kisel,-1,0.0389,,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Totalt organiskt kol,0,0.5436,0.0269,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Totalkväve,0,0.8829,-0.0625,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Totalfosfor,-1,5.00E-04,-0.18,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,Temperatur - vår,0,0.7876,-0.0167,Vattendrag,1
SE688271-138240,WA71072371,425046,6879482,Station,pH,0,0.5703,-0.0026,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Brunhet,-1,0.0444,-0.0053,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Alkalinitet,0,0.4836,-0.0051,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Konduktivitet,1,0.0111,0.3464,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Oorganiskt kväve,1,0.0048,37.55,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Lättillgänglig fosfor,-1,0.0271,-0.5,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Kisel,0,0.2662,0,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Totalt organiskt kol,0,0.9619,0,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Totalkväve,0,0.0521,33.0714,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Totalfosfor,0,0.3418,-0.2417,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,Temperatur - vår,0,1,-0.025,Vattendrag,1
SE642969-145547,WA88641020,503097,6427502,Station,pH,0,0.6191,-0.004,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Brunhet,1,0.0168,0.002,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Alkalinitet,0,0.5132,5.00E-04,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Kadmium i vatten,-1,9.00E-04,-2.00E-04,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Konduktivitet,0,0.5441,-0.0048,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Oorganiskt kväve,-1,5.00E-04,-1,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Bly i vatten,0,0.9527,0,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Lättillgänglig fosfor,0,0.0602,-0.0789,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Kisel,1,0.0112,,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Sulfat,-1,0,-0.0164,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Totalt organiskt kol,1,0.0187,0.1158,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Totalkväve,-1,0.0429,-2.3333,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Totalfosfor,1,0.0431,0.06,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,Temperatur - vår,0,0.1121,-0.0484,Vattendrag,1
SE684404-578511,WA62859200,577014,6845631,Station,pH,0,0.6028,-0.002,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Brunhet,1,0.0034,0.0033,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Alkalinitet,0,0.077,-0.0015,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Kadmium i vatten,-1,0.0082,-2.00E-04,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Konduktivitet,-1,0.0046,-0.0629,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Oorganiskt kväve,-1,0.0255,-2.875,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Bly i vatten,0,0.0561,0.0018,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Lättillgänglig fosfor,0,0.2008,-0.0377,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Kisel,1,0.0056,,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Sulfat,-1,0,-0.1025,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Totalt organiskt kol,1,4.00E-04,0.1718,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Totalkväve,0,0.6929,-0.9393,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Totalfosfor,1,0.0103,0.1298,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,Temperatur - vår,0,0.1408,0.0947,Vattendrag,1
SE638561-141289,WA62510992,459056,6380306,Station,pH,0,0.257,-0.0018,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Brunhet,0,0.3861,0.0019,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Alkalinitet,0,0.1618,-0.0012,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Kadmium i vatten,0,0.7803,0,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Konduktivitet,-1,0.0437,-0.017,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Oorganiskt kväve,0,0.9038,0.0885,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Bly i vatten,0,0.6912,-0.0021,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Lättillgänglig fosfor,1,0.0424,0.1899,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Kisel,-1,0.0395,,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Totalt organiskt kol,0,0.4059,0.1,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Totalkväve,1,0.0195,10.1534,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Totalfosfor,1,0.038,0.325,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,Temperatur - vår,0,0.1244,-0.1354,Vattendrag,1
SE683983-154323,WA77143658,585829,6838522,Station,pH,0,0.5757,-0.0033,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Brunhet,0,0.8331,-8.00E-04,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Alkalinitet,0,0.0604,0.0047,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Konduktivitet,1,0.045,0.09,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Oorganiskt kväve,0,0.8378,-0.45,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Lättillgänglig fosfor,-1,3.00E-04,-0.3333,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Kisel,1,0.0242,,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Sulfat,0,0.523,-0.02,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Totalt organiskt kol,0,0.96,0,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Totalkväve,0,0.8071,-0.6667,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Totalfosfor,0,0.7213,-0.0215,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,Temperatur - vår,0,0.5526,0.08,Vattendrag,1
SE640085-138148,WA12737498,429490,6397796,Station,pH,0,0.0712,0.0121,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Brunhet,1,0,0.0056,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Alkalinitet,1,1.00E-04,0.0027,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Kadmium i vatten,0,0.0906,2.00E-04,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Kvicksilver i vatten,0,0.1608,-0.0714,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Konduktivitet,0,0.4735,-0.0189,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Nickel i vatten,-1,0.0113,-0.0125,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Oorganiskt kväve,0,0.8678,-0.1739,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Bly i vatten,0,0.2598,0.0044,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Lättillgänglig fosfor,0,0.6776,0,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Kisel,1,0,,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Sulfat,-1,0,-0.1091,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Totalt organiskt kol,1,0,0.2545,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Totalkväve,0,0.7283,0.5714,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Totalfosfor,-1,0.0255,-0.1316,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,Temperatur - vår,0,0.346,0.0316,Vattendrag,1
SE620277-140091,WA15465984,451241,6200060,Station,pH,1,0,0.0076,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Brunhet,0,0.1481,7.00E-04,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Alkalinitet,0,0.4511,1.00E-04,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Kadmium i vatten,0,0.3264,0,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Kvicksilver i vatten,0,0.1676,-0.0182,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Konduktivitet,-1,0,-0.0111,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Nickel i vatten,-1,0.0026,-0.0024,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Oorganiskt kväve,-1,6.00E-04,-0.2935,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Bly i vatten,-1,0.0222,-0.0019,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Lättillgänglig fosfor,-1,0.0059,-0.0278,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Kisel,1,0.0151,,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Sulfat,-1,0,-0.0161,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Totalt organiskt kol,0,0.7597,-0.0119,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Totalkväve,-1,0.007,-1.9,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Totalfosfor,-1,0,-0.1235,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,Temperatur - vår,0,0.563,-0.0333,Vattendrag,1
SE710354-155465,WA24742612,593943,7102266,Station,pH,1,8.00E-04,0.0073,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Brunhet,0,0.8213,-1.00E-04,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Alkalinitet,0,0.7427,-3.00E-04,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Konduktivitet,0,0.0595,-0.0217,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Oorganiskt kväve,0,0.3858,-0.25,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Lättillgänglig fosfor,-1,0.0034,-0.0714,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Kisel,0,0.5487,0,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Sulfat,-1,0.0165,-0.0215,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Totalt organiskt kol,0,0.1585,-0.0458,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Totalkväve,-1,0.0066,-4.7083,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Totalfosfor,0,0.2751,-0.05,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,Temperatur - vår,0,0.7831,-0.0231,Vattendrag,1
SE708380-145455,WA75124922,494139,7081270,Station,pH,0,0.3125,0.0029,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Brunhet,0,0.271,4.00E-04,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Alkalinitet,0,0.6635,1.00E-04,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Kadmium i vatten,-1,0.0408,,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Konduktivitet,1,0.0024,0.025,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Oorganiskt kväve,-1,0,-0.8889,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Bly i vatten,0,0.0651,-6.00E-04,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Lättillgänglig fosfor,-1,0.0117,-0.0625,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Kisel,1,0.0264,,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Sulfat,-1,0,-0.0183,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Totalt organiskt kol,0,0.1487,0.0333,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Totalkväve,-1,3.00E-04,-3.45,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Totalfosfor,-1,0.0437,-0.0375,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,Temperatur - vår,0,0.1013,0.1438,Vattendrag,1
SE697231-157849,WA39575376,620746,6970545,Station,pH,0,0.6978,0,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Brunhet,1,0.0012,0.0019,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Alkalinitet,0,0.1915,7.00E-04,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Kadmium i vatten,-1,2.00E-04,-5.00E-04,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Konduktivitet,-1,3.00E-04,-0.0665,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Oorganiskt kväve,0,0.0941,-3.3529,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Bly i vatten,0,0.4734,-6.00E-04,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Lättillgänglig fosfor,-1,0.001,-0.1071,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Kisel,1,0.004,,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Sulfat,-1,0,-0.076,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Totalt organiskt kol,1,2.00E-04,0.1,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Totalkväve,0,0.2776,-2.6394,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Totalfosfor,0,0.7339,0,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,Temperatur - vår,0,0.8036,-0.0192,Vattendrag,1
SE630960-131620,WA55301346,365332,6305831,Station,pH,0,0.7465,0,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Brunhet,0,0.3657,0,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Alkalinitet,1,0,0.0012,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Kadmium i vatten,-1,0,-1.00E-04,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Kvicksilver i vatten,-1,0.0013,-0.0192,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Konduktivitet,0,0.1746,-0.0046,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Nickel i vatten,-1,1.00E-04,-0.0092,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Oorganiskt kväve,0,0.7763,-0.029,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Bly i vatten,-1,0,-0.0023,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Lättillgänglig fosfor,-1,0,-0.0143,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Kisel,1,9.00E-04,,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Sulfat,-1,0,-0.01,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Totalt organiskt kol,0,0.435,0.0065,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Totalkväve,-1,3.00E-04,-1.2088,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Totalfosfor,-1,0,-0.1429,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,Temperatur - vår,0,0.076,-0.1467,Vattendrag,1
SE693587-158205,WA76246554,623440,6935006,Station,pH,1,1.00E-04,0.0025,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Brunhet,1,0,0.0012,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Alkalinitet,0,0.4995,1.00E-04,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Kadmium i vatten,-1,0,-1.00E-04,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Kvicksilver i vatten,0,0.8732,0,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Konduktivitet,0,0.088,0.0066,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Nickel i vatten,-1,0.0022,-0.007,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Oorganiskt kväve,0,0.116,0.1778,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Bly i vatten,-1,1.00E-04,-0.0017,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Lättillgänglig fosfor,0,0.2701,0,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Kisel,1,2.00E-04,,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Sulfat,1,0.0027,0.0088,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Totalt organiskt kol,1,0.0127,0.0364,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Totalkväve,-1,0.0263,-0.8554,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Totalfosfor,-1,0,-0.1667,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,Temperatur - vår,0,1,0,Vattendrag,1
SE732407-183604,WA22703508,872437,7326323,Station,pH,0,0.2202,6.00E-04,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Brunhet,1,0,0.0032,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Alkalinitet,-1,0,-0.0039,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Kadmium i vatten,0,0.3467,0,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Konduktivitet,-1,0,-0.0486,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Oorganiskt kväve,0,0.2528,-0.3333,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Bly i vatten,0,0.1836,9.00E-04,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Lättillgänglig fosfor,-1,0.0235,-0.0625,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Kisel,0,0.0555,0,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Sulfat,-1,0,-0.025,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Totalt organiskt kol,1,0,0.2,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Totalkväve,0,0.0658,1.9778,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Totalfosfor,0,0.1713,0.037,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,Temperatur - vår,1,0.0164,0.1429,Vattendrag,1
SE683537-155138,WA64539435,592749,6834409,Station,pH,-1,0,-0.0224,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Brunhet,0,0.8666,-1.00E-04,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Alkalinitet,0,0.4672,4.00E-04,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Konduktivitet,0,0.5278,-0.003,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Oorganiskt kväve,-1,7.00E-04,-0.8,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Lättillgänglig fosfor,-1,0.0037,-0.1071,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Kisel,1,0.03,,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Sulfat,-1,1.00E-04,-0.0117,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Totalt organiskt kol,0,0.3736,0.0304,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Totalkväve,-1,1.00E-04,-5,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Totalfosfor,0,0.7368,0,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,Temperatur - vår,0,0.3963,0.0488,Vattendrag,1
SE708485-154920,WA98025719,588732,7083514,Station,pH,0,0.1237,-0.0025,Vattendrag,1
SE618678-132881,WA93784411,379372,6183240,Station,Brunhet,0,0.2949,1.00E-04,Vattendrag,1
SE618678-132881,WA93784411,379372,6183240,Station,Alkalinitet,1,0.0041,0.0104,Vattendrag,1
