"VattenID","MS_CD","Stationskoordinat E/Y","Stationskoordinat N/X","Vattenkategori","VariabelID","Bedömningsår","Årsvärde","Standardfel","Trendvärde","Antal provtagningstillfällen","Andel regionala data"
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2008,14,,14.83248029347403,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2009,15,,14.848873894771925,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2010,15,,14.865267557202872,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2011,15,,14.881661181193097,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2012,15,,14.898054708069704,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2013,15,,14.914448077579502,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2014,15,,14.930841263041025,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2015,15,,14.947234235783771,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2016,15,,14.963626989617845,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2017,15,,14.98001951785567,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2018,15,,14.99641182512162,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2019,15,,15.012803915630231,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",2020,15,,15.029195796056728,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2005,19.55,,19.665245635227357,2,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2006,19.7,,19.639815736331926,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2007,19.7,,19.613489118475126,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2008,19.5,,19.5850794625578,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2009,19.7,,19.55458851109203,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2010,19.6,,19.521746151176327,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2011,19.4,,19.488371047458184,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2012,19.4,,19.45807299131269,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2013,19.5,,19.432751239781105,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2014,19.4,,19.413708924173914,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2015,19.4,,19.402574088960975,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2016,19.2,,19.401506286130694,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2017,19.4,,19.41127190373517,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2018,19.4,,19.42977224351463,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2019,19.5,,19.453426238587195,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",2020,19.6,,19.478580421484992,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2005,22.411499999999997,,21.10550958746398,2,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2006,28.311,,19.360223803803915,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2007,8.403,,17.443537037885694,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2008,20.487,,15.47830546616515,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2009,12.058,,13.534097920482978,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2010,12.617,,11.691654328368887,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2011,8.24,,10.052854472279927,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2012,4.498,,8.696238542502975,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2013,8.455,,7.696562136264727,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2014,4.583,,7.0480902810570125,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2015,1.504,,6.762838883805161,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2016,11.801,,6.783614246889697,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2017,4.236,,7.024021838450812,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2018,17.011,,7.4114201269952495,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2019,7.49,,7.900308816464325,1,0
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",2020,4.42,,8.536222511119448,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2006,7.1,,6.975610775126434,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2007,7.5,,6.884110154062125,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2008,6.2,,6.808869672439997,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2009,6.8,,6.760556605657606,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2010,6.8,,6.744012565294781,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2011,6.6,,6.762694904851822,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2012,6.1,,6.820346475296886,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2013,6.5,,6.916566751688081,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2014,7.8,,7.038944353641065,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2015,7.3,,7.170373281512713,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2016,7.5,,7.3020045963145375,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2017,6.9,,7.430975437427628,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2018,8,,7.554647794643196,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2019,7.9,,7.666412075258588,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",2020,7.6,,7.7638745567845096,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2001,6.391,,6.310475844034448,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2003,6.45,,6.333035093957694,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2004,5.947,,6.34066510197517,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2005,6.458,,6.34612617666566,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2006,6.25,,6.349277278663652,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2007,6.444,,6.349724530581163,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2008,6.263,,6.347297725070337,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2009,6.68,,6.341582113976114,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2010,6.174,,6.332496602369172,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2011,6.35,,6.320109046650232,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2012,6.423,,6.304565871527367,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2013,6.609,,6.2859617498457006,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2014,6.458,,6.264669813061053,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2015,6.391,,6.241750327975731,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2016,6.04,,6.218527889366353,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2017,5.706,,6.196775706616925,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2018,5.95,,6.177646676083525,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2019,6.119999999999999,,6.161660775097659,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2020,6.2669999999999995,,6.1486516764820935,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2001,13,,12.473687900987807,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2003,13,,12.473689748182881,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2004,11,,12.473690272275112,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2005,13,,12.473690553965058,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2006,12,,12.473690598620014,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2007,13,,12.47369039360022,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2008,12,,12.473689944988736,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2009,13,,12.47368924048658,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2010,13,,12.473688285905114,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2011,12,,12.473687080326666,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2012,13,,12.473685644314832,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2013,14,,12.473683991992328,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2014,13,,12.473682146892292,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2015,14,,12.47368018309117,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2016,12,,12.473678180155062,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2017,10,,12.473676272753414,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2018,12,,12.47367455671773,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2019,12,,12.473673095030167,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",2020,12,,12.473671909715094,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2006,19.8,,19.546666777509355,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2007,19.8,,19.546666750632124,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2008,19.5,,19.546666722589222,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2009,19.5,,19.546666695434563,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2010,19.4,,19.54666667152577,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2011,18.9,,19.546666652604205,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2012,19.8,,19.546666639633255,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2013,19.4,,19.54666663153522,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2014,19.8,,19.546666627231936,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2015,19.5,,19.546666626030046,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2016,19.9,,19.546666627189758,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2017,19,,19.546666631180855,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2018,19.9,,19.546666638186096,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2019,19.4,,19.54666664808036,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",2020,19.6,,19.546666660637126,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2001,25.319,,23.133693178718644,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2003,19.833,,23.060821505327247,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2004,23.362,,23.17666748286553,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2005,31.053,,23.395676078014496,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2006,28.522,,23.717663067621377,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2007,10.749,,24.182078377406018,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2008,19.453,,24.8342988265836,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2009,28.327,,25.675161822608114,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2010,22.313,,26.667929526118243,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2011,19.809,,27.782038014897328,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2012,31.167,,28.961962625923075,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2013,38.435,,30.12045306661605,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2014,31.626,,31.180835730108555,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2015,33.649,,32.09651138809521,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2016,41.443,,32.83801224383101,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2017,34.989,,33.383362944468956,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2018,32.183,,33.753670312035446,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2019,36.230000000000004,,33.97643534541126,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",2020,27.557000000000002,,34.081728463350345,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2004,6.6,,6.159625968593842,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2005,6,,6.129749961546854,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2006,6,,6.107696975270695,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2007,6.7,,6.094384510622289,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2008,6.1,,6.09016604660893,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2009,4.4,,6.097004460898349,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2010,6.3,,6.115621846969188,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2011,6,,6.145195044282924,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2012,5.8,,6.1837672446205625,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2013,5.7,,6.229639306793926,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2014,7.1,,6.280011102925403,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2015,6.2,,6.331519374069388,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2016,7.1,,6.381930364557046,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2017,6.4,,6.429028845031342,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2018,6.8,,6.472019714194363,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2019,5.7,,6.510009815816973,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",2020,7.4,,6.542629417197899,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2004,6.474,,6.3147943451474715,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2005,6.1955,,6.314794334860506,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2006,6.409,,6.314794317895058,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2007,6.333,,6.314794294519986,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2008,6.292,,6.314794265829324,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2009,6.208,,6.314794232416714,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2010,6.56,,6.314794195344322,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2011,6.16,,6.314794154918069,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2012,6.44,,6.314794112508602,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2013,6.48,,6.314794069260291,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2014,6.791,,6.314794026455408,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2015,5.562,,6.314793987502802,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2016,6.308,,6.314793956177378,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2017,6.125,,6.314793934738252,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2018,6.083,,6.314793923156473,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2019,6.571,,6.314793921440442,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2020,6.36,,6.31479392782895,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2004,14,,13.76254021332721,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2005,13.5,,13.717688738817793,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2006,14,,13.68244917633049,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2007,14,,13.65731109638526,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2008,13,,13.642595489937039,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2009,13,,13.639849253510565,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2010,14,,13.64865487211227,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2011,13,,13.668562307410701,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2012,14,,13.698322162018378,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2013,14,,13.73660363543652,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2014,14,,13.782001711023272,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2015,12,,13.83372847105215,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2016,15,,13.890935855299125,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2017,13,,13.950319128493144,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2018,14,,14.009619129902473,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2019,15,,14.065165505243764,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",2020,15,,14.113653253699983,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2004,19.7,,19.594117745286756,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2005,19.5,,19.594117716187625,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2006,19.7,,19.594117686374652,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2007,19.7,,19.594117656341798,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2008,19.6,,19.594117627625316,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2009,19.6,,19.594117602679013,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2010,19.4,,19.594117584413933,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2011,19.4,,19.594117575265113,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2012,19.6,,19.59411757574748,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2013,19.5,,19.594117584435086,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2014,19.8,,19.594117599205696,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2015,19.5,,19.594117617857812,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2016,19.6,,19.59411763915156,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2017,19.8,,19.594117661900107,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2018,19.6,,19.594117684799816,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2019,19.5,,19.594117708612963,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",2020,19.6,,19.594117734115095,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2004,23.485,,29.646213592024868,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2005,39.230999999999995,,29.819065885603425,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2006,25.782,,29.894787161534204,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2007,30.566,,29.873359062014234,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2008,28.01,,29.75905877101824,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2009,32.622,,29.544830294999173,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2010,35.389,,29.232701657250598,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2011,30.815,,28.82298190128052,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2012,29.218,,28.339228403375692,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2013,32.205,,27.80734495805997,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2014,17.637999999999998,,27.259864672392347,2,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2015,22.222,,26.73584616272013,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2016,30.51,,26.24959386049914,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2017,29.347,,25.811048887551607,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2018,19.986,,25.429846063890015,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2019,20.083,,25.130147835647705,1,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",2020,27.165,,24.918080830138077,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2004,6,,6.1044696946032815,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2005,6.15,,6.166778519982364,2,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2006,6.4,,6.229087376841745,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2007,6,,6.291396261974742,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2008,6.4,,6.353705172920096,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2009,6.9,,6.416014102792021,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2010,6.5,,6.478323044609,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2011,6.3,,6.540632009163191,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2012,6,,6.602941007534563,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2013,6.8,,6.665250040552474,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2014,7.1,,6.727559089880682,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2015,6.3,,6.789868138744751,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2016,6.9,,6.852177180524509,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2017,7.1,,6.914486194794038,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2018,7.4,,6.976795162796371,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2019,7.3,,7.0391040725057055,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",2020,6.7,,7.101412929780504,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2000,6.317,,6.449467911170624,2,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2001,6.15,,6.472885945807272,2,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2002,6.5745000000000005,,6.497281476256848,2,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2004,6.52,,6.544698382179223,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2005,6.7035,,6.565583943447093,2,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2006,6.818,,6.583192281566677,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2007,6.735,,6.596841873786347,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2008,6.688,,6.606400739300985,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2009,6.688,,6.612138960592962,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2010,6.29,,6.614592475556971,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2011,6.667,,6.614280817287941,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2012,6.706,,6.611262886969033,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2013,6.694,,6.605473239621156,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2014,6.25,,6.597237355589495,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2015,6.771,,6.586747186159032,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2016,6.515,,6.5738788179391365,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2017,6.581,,6.55845872249035,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2018,6.722,,6.540489435546529,1,0
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",2019,6.625,,6.519911561034419,1,0
